7.597779587172190929e-01,3.477508839529501738e-01,8.498880924707264972e-01,4.045059069684292779e-04,1.068774342313183190e-01,2.320169887711479755e-04,1.072764189445339217e-01,1.754193709408924428e-03,1.956024683927595439e-04,8.650715868280874077e-03,2.889466348747625219e-03,4.171520796245553608e-03,4.265494388849519480e-01,1.852660903559092082e-04,8.006474139728701755e-02,2.810766797333837455e-02,2.072152892166067573e-01,1.739479268651269728e-01,1.275202100426524494e-02,1.559959831751079225e-07,3.201531837635515739e-07,1.480248509215532538e-06,3.741783045820312148e-06,5.722656009710971769e-06,2.770591687870036724e-05,2.504974559581533313e-06,5.248314386588327990e-04,3.331094431846624154e-05,3.163056472593275847e-05,9.246637311411115957e-05,4.312066614911969873e-05,8.197949945563377490e-05,2.827002843711320435e-05,8.328777151538987400e-07,1.233783660331569846e-07,1.370012016908610738e-06,2.823465324724889256e-06,2.334744242282632901e-02,8.648127193534952669e-07,1.077127974179344265e-06,1.520636208615718105e-05,9.697928831606426900e-07,1.322604753814690807e-05,0.000000000000000000e+00,3.300694985355764281e-03,1.002509519784921139e-04,1.539568191098271541e-04,2.342821160366937805e-04,1.764948876421502336e-04,1.663084145927848205e-04,1.418023333906305139e-04
1.658138496420604457e-01,2.245160249558603160e-01,1.490187116487434182e-01,4.793530695674732721e-04,3.203661544265195560e-01,2.749479150818235707e-04,8.132746255287852666e-01,2.078778392936418088e-03,2.317954868490015147e-04,9.294138109971934736e-04,1.788969854553080358e-02,1.291761415591615586e-03,1.845157125848474744e-02,2.195465321246865603e-04,2.608070909166502679e-02,1.144593977285413532e-02,3.494738804188437381e-02,9.176245148448326783e-02,4.493543895933466148e-02,1.848604732019904886e-07,3.793922628201182744e-07,1.754144140769057734e-06,4.434138433507451092e-06,6.781539347329740506e-06,3.283244094139479980e-05,2.968478886558148442e-06,2.062548024371848032e-01,3.947458648729757158e-05,3.748328029907342136e-05,1.095757540754029843e-04,5.109943593972777738e-05,9.714845699083959180e-05,3.350093206215551205e-05,9.869880326976913312e-07,1.462075026776545760e-07,1.623510199322555484e-06,3.345901127544798438e-06,2.454723947591878341e-01,1.024832083985968729e-06,1.276432783415838106e-06,1.802004919429468170e-05,1.149237099828121611e-06,1.567331002202365135e-05,0.000000000000000000e+00,3.031250880708270534e-01,1.188007411760793469e-04,1.824439953775506076e-04,2.776321668788808727e-04,2.091523626645926039e-04,1.970810503792550948e-04,1.680405220582701731e-04
5.466641844164141966e-04,2.245552095374738974e-03,5.365751096465385983e-05,7.167398587817567224e-01,2.245540447585269925e-03,5.399595524492020182e-01,6.973343543334516062e-05,2.228122998448767156e-02,8.941429780985352682e-01,1.450492696861202590e-07,1.233572848834462802e-08,2.055485876806276329e-06,2.704589745815387937e-04,2.316429303975245206e-03,6.217744794701248856e-05,1.045882212265720706e-05,9.100965745634039569e-05,3.518796808619270426e-04,1.132371357116388010e-12,1.235128901012910729e-02,8.277235481903429462e-03,8.908703994039569862e-03,1.302642115154340266e-02,2.090864922954238994e-02,8.603213696315057876e-03,2.390149548086176884e-02,3.124862045132649957e-04,1.391856387388320793e-01,1.050267609559800280e-01,2.279240156387279670e-01,1.292076238859335771e-02,2.697850799868525482e-02,1.441570622637249749e-02,6.960573601406860877e-02,9.558291224811833438e-04,1.003827315963879107e-04,2.836644629852540060e-03,4.811180064971636440e-04,1.137464075676146858e-04,6.864527560950621499e-03,1.240714249266560917e-03,1.025679459325040677e-02,1.111038300127722679e-04,0.000000000000000000e+00,7.748861396769169720e-04,9.667311926828707491e-02,1.756309605293291136e-03,3.463480009134892613e-03,7.331852528401390382e-04,4.608319536052648819e-05,1.352140624453167933e-02
4.770351418517247005e-02,2.643906886307475362e-02,1.059971670311332936e-01,1.032228276302663873e-02,6.673355175988840982e-01,5.920667467802109667e-03,6.371891483603605577e-01,4.476395320243054671e-02,4.991432641930811966e-03,4.585803454942709301e-02,5.145247966758938196e-02,3.942824541265249616e-02,4.226469488791636565e-03,4.727666365582610351e-03,4.429205522650944693e-02,4.105626946205007122e-02,1.060639308230290900e-01,5.205929957527074409e-02,5.849464577691911721e-02,3.980744460069160857e-06,8.169748904429521353e-06,3.777335116360590371e-05,9.548375430737710587e-05,1.460321653408653078e-04,7.070065067138263208e-04,6.392256645143801739e-05,9.196095458777486797e-02,8.500369968280362164e-04,8.071566506957754275e-04,2.359580003438297401e-03,1.100363928569339077e-03,2.091973342229794426e-03,7.214016463533642638e-04,2.125358155403415142e-05,3.148399959296152535e-06,3.496030882035750117e-05,7.204989334231333279e-05,1.419456854036728055e-01,2.206850696725538307e-05,2.748642066755520687e-05,3.880397456409275447e-04,2.474741700703089127e-05,3.375055844033450405e-04,0.000000000000000000e+00,2.272353130917871000e-01,2.558228831168507349e-03,3.928708562151635511e-03,5.978469551100313965e-03,4.503840624045765857e-03,4.243899660608351637e-03,3.618547359876506803e-03
4.685822712557902517e-03,1.924812217572269626e-02,4.599342535050303404e-04,5.380304861999573446e-02,1.924802233476364394e-02,3.669955428730222180e-01,5.977317060328114252e-04,3.474805165104558058e-01,4.728490506332446797e-04,1.243313869301214908e-06,1.057377424283430600e-07,1.761893806370899929e-05,2.318283952079672888e-03,6.160129864924285270e-01,5.329643062496002524e-04,8.964952825886757953e-05,7.801043714365377742e-04,3.016195038331720771e-03,9.706308873811910777e-12,9.408972694932724035e-03,1.210469567234207650e-02,1.002182697248094447e-03,8.330833492784127034e-04,1.856593246482517471e-03,1.351405359226982850e-02,2.804352251487359123e-03,2.678527323008036976e-03,1.503848525236975604e-02,3.683610299379250913e-03,7.324470711776796816e-02,8.054585385866865760e-03,1.673574116819370305e-03,1.857383949368231549e-02,1.613686325624862430e-02,4.350240763454663213e-03,4.125726927869613307e-03,9.015981804490794463e-03,4.123982778699302951e-03,1.025763363131548578e-04,5.701318836320185148e-05,2.478205340877779467e-02,1.242959273659908383e-05,1.221915110270471207e-03,0.000000000000000000e+00,6.642065049168404539e-03,3.497144265201451718e-02,8.834678320293024023e-02,4.747267304151873979e-02,4.905600237004453107e-02,5.148454241730085479e-02,2.972150975511487700e-02
2.202693043703702891e-01,1.974797315851933160e-02,4.100251315674803554e-02,1.840718082095576516e-03,2.892945697462347976e-01,1.055801310258124188e-03,2.597013033649671065e-01,7.982518981260107102e-03,8.900957792470078848e-04,4.842956165268245128e-01,6.820347905153636425e-01,2.981169795541273593e-01,5.151605789072983832e-01,8.430597344623953684e-04,2.855913794884303858e-01,1.630615373318387573e-01,4.183410461622977077e-03,3.477201019267923132e-01,2.216783826747040220e-01,7.098651021358452484e-07,1.456868105612195395e-06,6.735921898714603354e-06,1.702711281360269591e-05,2.604114356112491571e-05,1.260767304039423018e-04,1.139897313630822809e-05,7.678046807065231271e-05,1.515826011002240254e-04,1.439359758038420364e-04,4.207714202557359326e-04,1.962220786528248869e-04,3.730505399539372894e-04,1.286437395081396285e-04,3.790038770874814312e-06,5.614375102669731884e-07,6.234286938135433387e-06,1.284827634864820345e-05,1.452332857497628561e-02,3.935360109004458438e-06,4.901507999381680989e-06,6.919707517909437651e-05,4.413075965441245822e-06,6.018558552229711798e-05,0.000000000000000000e+00,1.291917903393085404e-02,4.561954148879920228e-04,7.005858157208452426e-04,1.066108850009982829e-03,8.031460739723853166e-04,7.567921770039307732e-04,6.452764092165678240e-04
1.053004593782708338e-02,4.325464772367092203e-02,1.033570648076100312e-03,3.036361004352972626e-01,4.325442335967984858e-02,7.815032235615726464e-01,1.343230998934956616e-03,1.150258076566902238e-01,5.121916498123807449e-01,2.793992210544488200e-06,2.376153246576586260e-07,3.959352253967584099e-05,5.209679923848510759e-03,1.591388399386079442e-04,1.197684797802962874e-03,2.014616661318551622e-04,1.753061387813859354e-03,6.778035418617361224e-03,2.181215222986314445e-11,7.583687650130341469e-03,2.307320939447037814e-04,6.265915796542190219e-02,4.272358326842681103e-02,4.944307931564059788e-02,1.523170293056486302e-06,1.244040726799472939e-02,6.019223834783766179e-03,8.588184808374252355e-02,6.761139913967310899e-02,1.922376206283520073e-01,2.403245435184079778e-02,6.690716571363847058e-03,3.032874728127475094e-05,9.768480239201909540e-03,1.232340190760841106e-03,1.761950808457758829e-03,8.846904071998814081e-03,9.267471428257723770e-03,3.674796778589619375e-05,4.821433593450213419e-03,1.791949601184214861e-04,1.866567294113193401e-03,1.007068853440545864e-02,0.000000000000000000e+00,1.492614091061063471e-02,3.534053397913340666e-02,9.064661666057112141e-03,3.681577995270005066e-02,2.605955874950021192e-02,1.914664569801922261e-02,4.999994698404306576e-02
3.854163367937434286e-03,2.965979222337883933e-05,3.126214349781928498e-02,5.102234428658418419e-03,3.927495066764120635e-01,2.926545812430368654e-03,2.404065628792359521e-01,2.212651875904689952e-02,2.467231334255896250e-03,4.299789919257908100e-01,1.948341414986457520e-01,5.702685837475685027e-01,4.629123826035112452e-03,2.336853451068726054e-03,1.459866120668242007e-01,1.227872560004260455e-01,2.350336732714191912e-01,5.288354578260577588e-02,6.517379591020172613e-02,1.967655014122175924e-06,4.038251527363937843e-06,1.867111153775871926e-05,4.719697278102990960e-05,7.218270985198538682e-05,3.494685257762780066e-04,3.159649147424656789e-05,1.651457308859100026e-01,4.201675279022985257e-04,3.989720633552047506e-04,1.166324407798608733e-03,5.439024341117858772e-04,1.034048248396442606e-03,3.565839457623763979e-04,1.050550135341347805e-05,1.556232767140102199e-06,1.728064376793495013e-05,3.561377408775115303e-05,1.023698752917444332e-01,1.090831346344590572e-05,1.358635149512874220e-05,1.918054170138300675e-04,1.223248054450859493e-05,1.668267235204379977e-04,0.000000000000000000e+00,4.587576141913706634e-02,1.264515177352815720e-03,1.941934022363253371e-03,2.955116990552774606e-03,2.226217903612122580e-03,2.097730846677429897e-03,1.788623441650364970e-03
1.030937732148461995e-02,4.234819932639709988e-02,1.011911046005056856e-03,6.440264986957155990e-03,4.234797966419856508e-02,4.127109447461752012e-01,1.315082125918315675e-03,2.637680638301657685e-05,7.219086324712327418e-02,2.735441051431538765e-06,2.326358359428279827e-07,3.876379702028671850e-05,5.100505389647003000e-03,2.235902809304395611e-01,1.172586004435293046e-03,1.972398168280770601e-04,1.716324071272572020e-03,6.635994281648197914e-03,2.135505475079369382e-11,7.323576055715722011e-02,2.791336321561896372e-01,1.249678847967700991e-02,5.489651566564387325e-02,1.639028977676174337e-01,1.130202811708087701e-01,1.310017356227617391e-01,5.893084423529554132e-03,8.861933875334163449e-03,9.206061598222804732e-02,1.290076974194984682e-01,2.767119184993766523e-01,9.883704013362333562e-02,9.354021196488294942e-02,1.410940102153842857e-01,4.755026338152170198e-03,2.432717892315702790e-02,1.448094985466906806e-02,9.073261440082783583e-03,2.001594263991519559e-02,3.202409210379022065e-04,4.675050257450797915e-04,3.864511685277570948e-06,1.046274357862718614e-02,0.000000000000000000e+00,1.461334732152998368e-02,6.575972721553578195e-04,5.404053918806813427e-03,2.073162009122883273e-02,1.319747988658305157e-02,1.069514578032960267e-02,9.306066629429536260e-03
5.158972449499451066e-03,1.141823492470994163e-02,5.366444392777264434e-03,1.945440321304164367e-05,3.374018734810320559e-03,1.115868019247970496e-05,2.079768642730992767e-01,8.436660911180745887e-05,9.407351596168390243e-06,6.147360925599896220e-01,9.397554305446975675e-01,3.082899223805837252e-01,4.000917950883661756e-01,8.910231374616078755e-06,5.047926531745691170e-01,6.117545403584597752e-01,3.170747939374136126e-01,4.669166723244332351e-01,7.045377590517671873e-01,7.502507884366393676e-09,1.539752329837123361e-08,7.119142355572640979e-08,1.799582029707993309e-07,2.752267780137556782e-07,1.332494950159826275e-06,1.204748417291071450e-07,8.846692052111131133e-03,1.602064471778405338e-06,1.521247896344164135e-06,4.447099721463058828e-06,2.073855564599712792e-06,3.942741527721906633e-06,1.359625465500742604e-06,4.005661875050269356e-08,5.933788454571569126e-09,6.588968349906613932e-08,1.357924122713162086e-07,1.624770159940532163e-03,4.159250843123781019e-08,5.180364874960189606e-08,7.313383916806477469e-07,4.664144937596131236e-08,6.360966732237303459e-07,0.000000000000000000e+00,3.831127278746199009e-03,4.821493107226932837e-06,7.404435843241356423e-06,1.126761976145424463e-05,8.488387066987511880e-06,7.998476411525576145e-06,6.819875118774964286e-06
