6.578800422866323827e-02,6.761148914371871432e-02,4.444234301659150121e-01,3.496068472470388584e-06,1.524128514518558256e-02,3.753820890853523662e-02,5.254862789183722613e-04,1.026760614501036124e-05,4.769983374314550051e-02,2.472610150860179469e-03,2.067837016588830457e-01,1.562196312211857133e-02,2.121248597591605435e-04,4.834176056469620675e-01,3.876321803514338332e-02,1.254373499225377433e-03,2.749879428683613234e-04,1.064787366233309692e-04,7.986870904077771061e-02,2.385682593205890045e-01,1.174104818525449762e-01,7.137255974043543727e-02,2.150906491827511008e-02,2.450283105557356511e-01,2.138344953727026095e-03,9.100669394747404328e-02,2.060637333283772687e-03,1.487098044428181165e-01,5.056229462102566907e-02,1.412825148943235715e-03,1.289919742167658367e-02,1.563686281434152961e-02,9.995422259925999461e-03,2.518625567037114992e-04,2.858025871714850452e-02,8.705109859709674535e-05,0.000000000000000000e+00,5.053281429214328104e-04,2.322324589764940966e-02,2.077431940083567224e-03,2.938578656761417496e-01,2.347558847737441223e-01
9.270891529567100442e-02,5.049145741233362905e-02,7.220899403392639915e-01,3.550672569428487188e-05,2.845546292295808338e-04,2.943608829236905606e-03,7.022076364367769172e-04,3.504568616635355739e-04,2.863545059891201006e-01,1.599415429457290427e-02,1.628550786518220550e-01,1.008043480759505039e-03,8.205965402926849832e-04,2.845031818408869650e-01,3.953102536294332559e-02,2.353465336010545240e-03,1.363634904143236478e-04,6.282447921212622277e-07,9.910781557412252918e-02,7.667630244759339464e-02,4.854511724438052150e-02,1.177822546423581973e-03,6.893846782738920036e-03,2.892288079155605485e-02,3.947361775215536134e-02,5.710710674194911622e-03,3.353846994206279020e-02,2.596945397863774721e-02,4.516804609048172270e-02,2.673014765535341748e-03,3.420616353095905920e-02,6.716642663798809475e-05,5.359661719502705618e-03,3.458159567761634468e-02,1.192529302807474566e-02,5.882104391615496954e-03,0.000000000000000000e+00,1.893381785143515017e-02,3.530610615485978154e-02,8.998152399928622050e-03,1.998594291597667605e-01,2.698704631402947807e-01
8.394955055498472263e-02,1.182379541736183898e-01,3.483285834939565950e-02,7.277516609546160698e-06,5.009511943553621727e-01,6.317559800353686472e-02,5.804603621873042187e-04,1.148906931703914860e-03,3.439557051086328809e-01,1.166746780148146360e-04,1.362863321799754994e-03,2.428789304896019352e-01,1.608553883215372996e-03,1.314128344425251338e-01,6.775940416875264605e-02,9.821006069979749606e-03,1.044888175450091719e-05,2.057261847057813980e-03,3.523476912131769632e-03,3.114028450744103088e-02,4.574106997635234151e-02,1.037534169884826371e-02,4.724019051190146007e-02,1.389417601622750312e-02,2.733421371100849262e-01,2.868975923744449541e-01,5.287080279459713955e-02,3.030961784004623794e-02,6.480407392161123548e-02,2.649247350599833600e-02,1.142428910203478754e-02,2.774706819159821272e-02,3.711378525768678494e-02,1.581995896913392444e-02,1.199851116606130447e-04,1.673249617959300939e-01,0.000000000000000000e+00,3.635349578858949049e-01,4.379661230950890327e-02,3.947847396075118004e-02,3.462324263310377105e-03,4.763988281780786455e-03
2.040426591804200829e-02,4.253444356606755211e-02,2.858199420948607794e-01,1.354529600679747064e-02,2.454380842984347222e-01,7.854405687430700000e-01,1.025334862712338861e-02,1.203080445247891976e-03,1.867781979179216623e-01,1.178680753245539602e-03,3.961729841216080723e-04,2.924183970935624322e-01,3.747088959224095534e-03,1.628298009709941430e-01,9.154494548428364353e-03,1.247281148699282962e-03,5.262712063904063584e-03,9.461836819247803872e-04,6.310964811511270145e-02,4.692240742559419808e-02,2.600068215275689806e-02,1.681967926721577981e-04,8.242569588402621703e-03,1.255646100812521093e-01,9.387100142365167182e-03,1.044919698535883533e-02,4.715850326846980356e-01,2.345614580184930340e-02,3.098557927226634062e-03,3.567099540333739521e-02,9.893837971179167954e-05,4.817549332561206488e-02,4.453256342949236946e-02,1.988086030993577724e-01,2.091527038612030209e-02,4.730819642743701835e-04,0.000000000000000000e+00,1.756469036322304842e-03,2.752167081430549611e-02,1.778520311886237076e-02,6.600798160660609204e-02,5.680514696873580766e-02
1.504649553742608281e-01,6.170929100221610453e-01,2.893828080013028520e-03,5.248651767571878013e-01,2.153918469532148036e-02,1.212043848423375453e-01,4.083243785612613586e-01,2.650141344397193878e-03,7.616889872104928849e-02,1.952341666527480230e-02,1.045246366189572958e-02,6.274467781289332427e-03,3.159780725846527139e-01,9.079909206611566988e-03,6.287056711136432274e-02,7.087811352625497663e-02,2.912292842646148627e-01,2.375293490310981595e-03,4.159697394621974381e-03,3.206922891021622441e-03,9.840699251589410390e-03,7.357583726605327343e-04,1.669511391511374621e-01,4.235962118329207669e-04,3.298610020891033084e-02,1.827588389751159297e-03,1.376427735023410259e-01,7.741436712055542978e-03,4.313298536963059218e-03,3.982076705469231315e-02,1.454173330556756960e-01,6.473864817010012429e-02,5.289807585848553539e-02,3.192308434660928729e-02,9.623644509244656852e-04,1.815221586309623616e-02,0.000000000000000000e+00,1.842829580430491512e-02,1.872869447799436191e-04,2.698758262518317300e-03,5.151069678614579551e-04,1.035756260807718394e-03
1.922936617121033401e-03,1.915210818502795578e-02,4.744381686100221374e-02,9.614445778014896540e-03,1.340991782424080445e-02,7.827904315166284242e-04,1.278011848562139730e-02,1.204914992184140474e-03,1.941247307232993047e-01,3.795739206670088739e-02,3.669678801719409855e-01,6.136817744183124118e-02,2.439485693148766370e-05,1.285047171505660120e-02,1.671768981679335950e-02,9.262694780565967900e-02,2.850232286572567693e-05,5.116214174937650091e-04,8.140346610588931886e-02,5.492833735610423984e-01,3.167185521596447839e-01,7.444283099854206824e-03,8.353000380931241420e-02,3.100081442946968704e-02,2.495810938892740194e-01,6.379036099002513560e-02,6.575308888324989500e-04,1.771515958253220002e-01,6.898434622744302469e-02,1.311001541723567053e-02,1.794314835439093231e-02,1.748923535915059696e-02,2.059437006783485305e-02,1.183745012979238800e-02,1.319654920912958270e-03,7.329726321634494335e-02,0.000000000000000000e+00,1.144185743219470197e-01,2.462605218350165381e-02,1.684759430021660204e-02,3.632135568945861481e-02,1.464172769561202236e-01
2.177607379726605489e-04,6.254777866487125750e-04,2.931195302674664133e-02,1.060011211858724080e-02,2.262149519944610943e-01,5.837903287610273217e-01,1.121467616667958314e-02,2.569609621624636790e-03,3.330602741527876609e-01,9.819129061355082481e-05,1.594358827074340013e-01,2.557318727127531610e-01,1.744832491187231277e-03,8.865660552596715815e-03,1.415038878233974449e-03,3.919980524407902728e-04,1.389196880410319178e-03,1.298136413833947660e-03,2.957600015256612869e-01,8.360922969701232305e-03,3.940408060067121694e-03,8.367398216461006955e-02,1.111597063910527670e-03,7.384304662665056463e-04,9.139886200634128783e-05,1.614035671782897141e-02,5.391827502696724395e-01,7.449124825557335017e-02,3.272502673031595088e-02,8.164309958284485247e-02,2.482267347536414384e-03,2.912108710823659366e-02,4.063741936943685712e-02,1.182977348439459286e-01,1.637150987149469023e-04,2.249249499789057443e-06,0.000000000000000000e+00,1.097276317805502403e-04,1.061901991610751383e-01,4.753834312845251625e-02,1.180379033015240865e-02,1.321813025318596853e-03
4.122713208388380235e-02,1.259644796224885510e-01,1.421277219463968190e-04,6.333772589439175954e-03,2.606124763547528200e-01,8.723172119021378734e-02,1.227113320268348809e-02,7.581842166374580440e-04,6.437552387979746452e-04,1.261061836846273480e-02,5.850935408211862393e-02,1.857279496074824010e-01,1.284948959299081364e-04,1.263821728179846393e-01,8.221005641588612078e-02,7.714438045846480629e-02,5.596240733685513405e-05,1.150318261333956679e-05,1.990093265782933163e-01,2.756283727298400321e-01,2.998996763466777599e-02,5.639333362549317497e-02,1.353651656079497556e-01,8.963246862057684672e-02,3.683338264680695029e-01,2.073696542962246148e-01,1.568310559873989027e-02,1.519924840548174949e-01,1.478852919748634975e-01,4.619969689796139264e-05,4.561668891168571208e-06,1.011050546299849251e-01,1.300311756776090510e-01,2.077520239015753431e-02,8.639311403715666849e-05,1.520546670388663035e-01,0.000000000000000000e+00,3.562384084989542177e-01,6.585963351858116488e-02,6.834216193369357928e-02,7.419396985866295695e-03,2.382529798379203964e-02
1.899174338873703622e-03,1.240831576094116040e-02,1.121694321871783209e-02,4.648528424495313328e-04,1.675567958899180365e-01,1.827224449171371001e-01,7.361290985272459040e-04,7.606056076484297990e-03,1.923111263220139144e-01,2.237641087562072025e-03,1.222718804917337504e-01,2.154533620493816748e-01,2.649864263614055537e-03,1.945976665517564538e-03,5.318452013653075620e-03,3.434556061819848353e-03,1.454076948153086970e-03,5.352383760410361901e-03,5.276005896903727121e-01,9.617757951216622525e-02,6.974091695898787524e-02,1.605470791305441819e-02,3.967661541653873594e-03,3.406819183700619119e-02,9.171538860116666692e-02,7.441293999631042044e-02,2.293854264061547313e-02,5.541526457809087258e-03,1.288779115476209290e-02,4.623060444672707492e-01,4.095233405995949261e-08,2.115240021099391299e-01,2.067151811711006870e-01,2.292740766383407902e-01,4.617216678705509704e-03,6.031493944021444099e-03,0.000000000000000000e+00,1.285304835551847116e-02,2.227947418692922121e-01,2.212931872070477979e-01,8.166465289564368499e-03,3.500999343578145573e-02
1.050516130379223947e-03,5.745511342018451071e-05,1.363430187779814950e-01,7.671711329954950843e-03,1.184825965038437470e-02,4.189607452872682637e-03,7.453995322677150343e-03,2.452929043549986385e-05,1.741400437115837863e-02,6.449968249262970008e-03,6.365486607377661421e-02,1.634475835956824413e-02,2.684654976179105292e-03,4.353387756835908756e-02,3.645527965644544763e-03,1.252608838305740470e-02,2.546943126358998648e-03,4.468790064470613520e-08,2.691690064513995589e-02,5.056103385639310749e-02,2.906161826131431480e-02,2.261718817432158690e-01,8.975981637938312482e-03,1.620355858436142438e-01,5.789762644591996826e-02,2.119163608082595129e-01,5.117242366298166423e-02,6.653622294257727221e-01,3.536721240453999937e-01,1.820453170472153756e-02,4.214993234399725427e-04,1.134722804177349005e-02,3.363948843119468624e-04,3.479574358096936877e-05,1.161044547984854507e-03,8.854732134014627444e-04,0.000000000000000000e+00,8.191418892743565494e-03,3.945219521388083558e-03,8.192485659922507484e-06,1.134758256897966389e-02,7.682809603112805003e-03
