9.989279591497234323e-01,5.282415946224119363e-01,6.379952118224251068e-02,9.334536775210916515e-02,4.059469370043160968e-02,1.864867264604330027e-02,1.374713946908454609e-01,7.192308788852964409e-03,5.802782906168132276e-02,4.216427398439115707e-04,1.524703273463606790e-01,2.206564761049576232e-02,3.032459880178313763e-02,1.045629785537594697e-02,1.412723098938242945e-02,2.106513889153823881e-03,2.075639366669120023e-02,3.565977037626213986e-01,6.368800229360540577e-01,4.790058302786806728e-03,3.860612036016224211e-04,2.028054725529583732e-05,4.983714151144280451e-03,9.320870019392982209e-03,1.786519243855947021e-03,7.877554998866523328e-02,1.249404027169651694e-03,9.350149544036550492e-03,1.370262907423292235e-03,6.604007233781569036e-03,1.026833866358882463e-02,7.068701961765472969e-03,4.905980290361594900e-03,2.977272202467782548e-03,3.288247559183315322e-03,2.798742661841555524e-04,1.120016622572767419e-04,4.080227238550052505e-04,8.843485398203645943e-04
5.306811149012168327e-01,8.876635444202912728e-01,6.891762195250736300e-02,5.612449712796510441e-03,1.592007313059422627e-02,5.328165341256278775e-02,8.990338391818798736e-02,2.032189494659272962e-03,1.338248232392371395e-01,1.711340508713000280e-02,7.833965233336821765e-02,5.725884857906876277e-03,2.037950134233356136e-01,2.351528416518392645e-02,1.273875521070854007e-02,7.794638939666345689e-02,1.979388111798086394e-02,5.526463936255240152e-05,4.285892885480807601e-01,1.205043603877240356e-03,1.671477360921150637e-02,7.709610557256879734e-04,3.815385901698392299e-03,1.395750278236239893e-02,2.144955696921403004e-03,1.094692604930112695e-01,1.604600244863604516e-03,2.041574656927093098e-02,2.515674309284474629e-03,1.177783570331045887e-02,3.618607098031606951e-03,4.462202332573789003e-03,3.632612024391746776e-03,2.317031508563593360e-03,3.016307062373296821e-03,3.153606165806880257e-04,1.305191057018560154e-04,3.441341281769606043e-05,3.284293464034201975e-06
4.397018394308635503e-02,2.928263724377207916e-02,7.712563495080626552e-01,1.469626556915743995e-02,2.703052652713233348e-02,4.743696996487483525e-02,8.681062642052381987e-04,5.721353719961723705e-01,1.601755583656984394e-01,3.112109930226212087e-02,1.010575354991662990e-02,6.149381747436583057e-01,1.120801764811176285e-02,1.001419621488596097e-02,1.095109016071129232e-01,1.225140334206383267e-04,2.636480308811850470e-01,1.160409669572542296e-02,5.793349695101842451e-05,1.215205442903903756e-04,1.706887879776300616e-04,4.766911361532710778e-02,5.491816528161939243e-02,1.251159511345824489e-02,2.795549521337652773e-04,5.187869916403129713e-04,1.168561246325072571e-02,3.071363120779810330e-02,1.554540037629235753e-03,5.410992341869026896e-03,1.490850717030456074e-01,7.418529411846939980e-02,1.396126301512638432e-02,1.631800569789402730e-02,1.416882940798698705e-02,9.135996172768745885e-03,7.870490221593065897e-03,1.430715788633902252e-01,1.703946253559540103e-01
1.555784142449538610e-01,1.227430542656702123e-01,9.064816085399647269e-03,8.326918838620936958e-01,8.850753804114905865e-01,4.081953145196358552e-03,4.117085920960801837e-01,2.062523746449134235e-02,1.017648944271820551e-05,1.849614778325526510e-01,1.446675204078518538e-02,1.842477293173363812e-04,4.789586760576984570e-02,3.418116460698532940e-04,1.037884255318300775e-03,2.058255350346086809e-01,2.724213900640977491e-06,1.896370409585798888e-01,1.261973588973680782e-01,2.266712405907026634e-02,1.289462731277275231e-01,7.518389827760575163e-08,3.748311469068655276e-03,7.008548835426036587e-04,7.422907972223697672e-04,3.554727208320186405e-01,5.680731796943095562e-04,4.021458668220945372e-04,6.475132044896083575e-04,4.178960784053347213e-03,1.537213647324134564e-03,8.223139257484554047e-04,7.000715065256399262e-04,1.163166126847566098e-04,1.547434080605603014e-03,3.245266085730088841e-04,3.834039398623115551e-04,1.091236348396304989e-05,5.057061788954760420e-06
3.280793853352022282e-02,6.746379642803793097e-02,2.110173230169677024e-05,5.692587730631804704e-02,1.129101163489092674e-01,2.966500568180030842e-02,7.693027159919697822e-02,3.502004006712246958e-02,4.248644775239011073e-01,1.195888813022351685e-02,1.064292326654152181e-03,2.670424020892986795e-03,1.068347409836399500e-03,7.165082597712515988e-02,5.627260119739617705e-01,1.548779530548457899e-02,2.528403483144058272e-01,8.572633904842685447e-04,6.353259841181915779e-03,5.320902206102963439e-03,1.431548187064175803e-02,5.794733094074991375e-02,3.961705929161850048e-01,5.000123023194042587e-03,2.594172764918023510e-03,1.932037579235804505e-05,4.872231318065043358e-03,5.122349371652736363e-03,1.638055211142338402e-02,1.226044579335775209e-01,6.399012414458360443e-02,5.522488848094504006e-04,7.955425674008098158e-04,5.239414168027482083e-03,6.106559073176164726e-02,2.967909056601411924e-02,2.825586846981011091e-02,7.587287413738416642e-03,2.177872780575925479e-03
4.697718237763207766e-02,8.077507855906007617e-02,2.677382175098322881e-01,4.010570181347724791e-03,3.136998257909449656e-03,9.251700245902358954e-01,7.508880062669379075e-05,2.322695867563788208e-01,2.261435226515141894e-02,1.339740511027961815e-02,7.338213034214851986e-03,2.136309675109807071e-01,1.457466645500000990e-02,8.521955879141394907e-02,4.595820253356343310e-02,1.921353096130724739e-04,3.918041367067227887e-02,5.657466905241162296e-03,6.355686470764612336e-03,4.183075625491086734e-04,3.349538590832703720e-04,4.371914425949291645e-03,8.656393639762635650e-02,8.909411240634766693e-02,2.597474102425392718e-04,2.207800968217662725e-04,1.348510935308277255e-03,8.099048485451986953e-03,1.804305877085632948e-01,1.410171443158552817e-03,8.080308493474643028e-02,4.462961252509765366e-03,2.068441759482540221e-01,6.548364365396888709e-02,3.018646892552368649e-03,4.582540752160062930e-03,1.373612359806795002e-03,8.724374255818333201e-02,9.554433604043945094e-02
8.681826124000871503e-02,1.839860231293837943e-04,3.828446736054220203e-05,5.262230587137343152e-01,6.387466944915337619e-01,2.664205382564607924e-04,9.714027573640061641e-01,4.612351115423399955e-02,9.824254614000974342e-03,2.860182303382385882e-01,1.120941767103655895e-01,2.489795305195283050e-03,2.901663607002537499e-04,1.902955819842722232e-05,3.210979840052966298e-05,1.206969327977497619e-01,2.555908663252334095e-03,2.206832212412287997e-02,3.956353271744983413e-02,1.068566191019791750e-01,2.224585834800253681e-01,6.769422789052617173e-05,1.576804414908501515e-09,4.403099766632698598e-08,7.465662101511698703e-05,4.763279206252676173e-02,8.654005768966068759e-04,3.483554107396504701e-04,5.288431219853363744e-05,2.971996632600014442e-04,1.527306115855483481e-05,6.956411378273648805e-05,7.349649004604420899e-06,8.041205507980409242e-06,4.262206064425986008e-06,3.766496603958220762e-06,2.154106724777428529e-06,3.083995081199724312e-06,2.127093191588580648e-06
3.075067261567714875e-03,1.180487395612664619e-03,1.002692331501487122e-01,6.883254270119398832e-02,3.656948726212964039e-03,5.662244501955671083e-01,4.291916088578508204e-02,9.861891380543660324e-01,1.308464006801361990e-01,2.122734212956578492e-02,1.458310086595736483e-04,8.250553605340958940e-01,2.780019666082095969e-02,1.449979751435556685e-02,1.975657801620618603e-02,3.003613003554345129e-02,8.145580370422349226e-02,1.870852752928887745e-04,1.047560994972381726e-03,7.845450888870299233e-02,7.324180060332113884e-02,5.277444318195113199e-02,3.920758230881139287e-08,9.078517403321828549e-02,7.468228187698135179e-04,1.237056641033512780e-03,1.930228036312510865e-04,8.214623428641713160e-03,7.625523471885171933e-02,5.984416471516029561e-03,1.612093906177920200e-01,1.264079907768689628e-02,1.637390221747929975e-01,3.683245971571988409e-02,1.901590679545034357e-02,1.984704392169138812e-02,1.381465630576120263e-02,1.241400107116274673e-02,1.586706109167012810e-02
3.601865829538021709e-04,1.818667299558501425e-04,6.222619244036867517e-03,1.285087408136312837e-01,2.027398632568707948e-01,3.220084063055021761e-02,2.155627502285813457e-01,2.689994608523107317e-02,1.755329502877920472e-02,9.993024103239362965e-01,1.682140268041405415e-03,2.234738352949154280e-02,2.358038236709598945e-01,4.860472035462016257e-04,9.864241750502302387e-04,2.263146387027827056e-01,7.758336913998849921e-03,1.290039105807799574e-03,9.565148231252311667e-04,5.396094216217001138e-01,6.408350225489851670e-01,4.311499037672567210e-03,2.313110659879824208e-05,5.370514613330537243e-03,9.424270220953250216e-05,2.636431404143042227e-03,5.926457008511288021e-04,1.259070409842689671e-03,3.381043876546839695e-03,2.574395393840421911e-04,7.258529673301030924e-03,6.334451893638998361e-04,8.222271150350035987e-03,1.960958764457163862e-03,1.262690380294993970e-03,5.029789562168169442e-04,3.021295547858764662e-04,1.073190383633601573e-03,1.308389187434059672e-03
1.177977861388533332e-01,1.466322016792006855e-01,5.014526292238558926e-03,2.302116467320485318e-02,4.744960507502434498e-05,1.103172944141991678e-02,2.953590341345151415e-01,8.696182454755743696e-03,3.154534333183061506e-02,1.487698880624851224e-03,9.599363644196950984e-01,2.596180939427950810e-03,6.630041843431514481e-01,1.934644032168992764e-02,9.720972657968658540e-04,5.107369773208294758e-03,2.096899215413394312e-03,5.873270452380190410e-01,3.472863351824195810e-02,2.341436816762504022e-02,2.987067769583482812e-03,2.295802110209166160e-05,7.169976757135197850e-04,6.785467889442236764e-03,7.221602654631092966e-04,3.651832442339948415e-01,3.944277510356703452e-03,2.727508800938563318e-03,1.278610909968269909e-03,1.134827876648643839e-02,1.458316163248419414e-07,7.218752616969981606e-05,1.000752876528247434e-04,1.874464004075257657e-03,1.128218517073912826e-03,1.722284286266485701e-03,1.472494561463131386e-03,4.219415858318633305e-04,3.038189377334420279e-04
