6.761504580869759362e-01,5.839278200281859954e-01,1.505272361575608620e-01,6.502920647335250215e-02,4.472756027944592427e-02,2.391316488171850441e-02,2.057545003959553801e-04,7.073224405233295708e-02,4.270834981995898555e-06,1.579239050497908969e-01,1.097415124379647576e-02,2.878483107901396235e-02,2.926658672261182870e-03,1.646871842790625972e-03,5.257567424039544246e-02,4.050043443598311810e-01,6.314637192410165190e-01,7.141837390380183529e-04,1.534728964186322323e-03,8.725469871874067321e-03,1.780475423075876529e-03,4.204270344421389381e-03,1.544146952200053761e-02,2.820221651087916146e-03,1.137333714995876228e-03,1.183981233008191310e-02,6.556807933960327912e-03,8.344833020808085575e-03,2.346282917349422001e-03,5.233176903198501206e-03,2.939520829108975206e-02,2.148350294957117191e-05,6.940888097601444380e-03,2.460845235097248659e-03,4.975724085135680569e-03,4.351463798279667380e-04,1.041861288032564425e-03,4.391297508062576987e-03,2.138952208609322912e-03,6.101751921124671206e-03,8.168320582653531073e-03,2.121656689588814412e-03,9.531728947736380422e-03,4.426855266327258255e-04,1.436371671830977224e-03,1.965211210616467537e-03,9.875149835888408123e-06,1.352301644440254450e-04
3.439114097670132875e-01,8.726517497417256575e-01,9.448898494762940359e-02,2.807284840737707485e-03,8.270123743630217183e-02,1.936436803435202803e-01,6.531742982241563363e-03,1.638404982273623453e-02,1.721628859335724848e-02,5.907158610600198728e-02,1.495252661358337232e-01,4.197141763338078230e-02,6.631294636884177418e-02,1.241747068466012233e-03,6.532386469683731933e-02,2.386664104126795874e-03,4.126819056380063300e-01,1.676639983540395345e-03,2.078295283936404392e-02,2.010933008098527829e-03,1.869778026416548365e-04,4.855836280797129131e-03,6.103093054658545458e-03,3.438711397261698909e-03,7.012563187613013536e-04,1.078833535895107332e-02,4.713560846508212804e-02,4.750991995812509257e-03,4.868549814303475137e-03,1.768866725174807371e-03,2.721892046839843263e-03,4.374721061041338122e-02,3.346525888795277327e-03,3.522285492310923581e-04,1.711350951340412851e-03,5.218545650753814331e-03,3.409863447330760064e-03,3.192607537514318295e-03,3.585760424452774046e-03,1.043293163291921129e-02,1.492333152692141424e-02,2.976634375104243052e-04,1.573353481831450684e-02,4.203942488318225383e-04,6.281691098385496419e-04,1.029102790473247027e-03,3.631183471532443041e-04,1.283110583642565008e-04
5.149054546551834477e-01,3.385836622678714547e-02,3.565775132060973740e-01,2.464857482655482841e-03,4.592095661716200447e-05,7.959733484309609863e-02,4.087209760528111580e-01,1.161750254610196577e-02,1.335947086718233161e-03,2.677328423931762610e-02,9.140773967825126939e-03,3.935393843437101115e-03,5.373970813992845832e-03,2.792801259331302854e-01,3.865720680582866442e-01,2.302863177805236292e-03,1.491925669456507439e-03,3.917432979095847301e-05,7.006563493115672083e-06,8.698742306516024647e-02,7.000678247851331581e-02,2.276052446158075633e-04,2.554351882500368112e-02,2.127728803153958875e-02,2.680008864796637255e-05,2.506183562164005299e-02,9.368381328535057076e-03,1.008312888568992233e-01,2.909854118741599474e-04,1.250074049040065527e-01,4.719705805127018261e-03,8.539792023595010537e-03,8.235248638596243120e-02,1.043596093856847054e-02,7.247125489478842275e-02,2.207867136257025617e-02,1.307916321227849468e-02,1.642671959935008627e-02,1.563536285359776179e-02,3.795297527832123402e-02,1.849082655590422383e-03,5.740499037113751778e-03,2.471358227794089469e-03,6.041693995078396828e-02,7.781459064565718342e-02,7.997734112879772983e-02,1.029342396533812348e-01,1.267598559835604322e-01
1.041707116841045222e-01,1.486913160983141247e-01,2.157389360439868065e-01,9.235044264840611694e-01,9.727934026130950415e-03,3.309906297837976741e-01,2.704552924104929664e-04,3.836760455484647947e-01,1.876350407866504144e-01,4.752316905824928439e-02,4.068976045893324053e-04,1.760387944744691525e-03,1.814059096121173054e-01,8.902030680186755890e-03,8.710758627544111163e-03,1.538183307961375756e-01,1.344203082303443986e-01,2.676751824535714835e-02,1.214433833518402117e-01,1.541277850151137087e-02,2.389318800572989401e-05,1.350124109855746967e-03,2.571645790248178881e-02,2.118058106857562822e-02,2.605396625575908624e-03,7.454500241683120754e-03,2.623995216208221525e-03,4.795121427729392765e-04,3.083598803997060120e-04,8.411252362563633714e-05,7.989990883508821251e-02,2.088204617594657461e-02,3.286725679082549631e-03,1.032687708178070020e-02,1.310858418722220991e-03,3.936229796957409753e-04,5.711999355570170062e-05,1.240454570283458144e-04,6.261995161061836412e-04,7.005696693824981685e-04,2.960132829562497556e-03,6.307959931114888452e-04,2.853594366807942189e-03,1.177714035956034381e-04,2.909968383285373573e-04,1.999763830821797586e-04,1.735443669561165117e-04,5.669854562455141811e-05
7.710398388574705216e-04,7.225881680411566643e-02,7.111340469540155737e-03,2.525431855055757999e-02,1.163693070324233782e-02,1.240570699229791990e-02,9.340359885443468013e-03,9.613047808094436764e-02,1.909168044998792516e-02,6.801279504089355332e-02,6.377056976594763782e-01,1.063060492049720113e-01,6.697027492725292136e-04,2.099418853748439562e-01,1.755665879705589280e-02,8.828702626802953845e-04,2.345349986675773248e-03,5.647369591450242254e-03,1.146484255206985450e-02,5.004537570642305505e-02,9.394176611424878698e-02,4.496135648990724071e-03,3.718159399649408892e-01,3.163932574588432800e-01,6.735555180134334156e-04,2.684743696097956558e-02,1.345872181850159000e-01,3.813682193275640120e-02,2.209596515072059439e-02,6.122807920218802796e-02,7.435819960801624828e-02,3.683627124553637278e-02,1.581362709582177090e-03,1.003636048445140936e-03,7.129650776334911511e-02,2.431346210326774525e-04,1.490227943808459772e-03,1.901769004304399227e-02,6.341039949484067462e-02,4.444078265960205967e-05,1.177262283210781801e-01,4.019912916964053090e-02,7.971810347918262957e-03,3.714983893685413346e-02,3.250246801101151772e-02,2.725345206937816386e-02,4.234322940654645321e-04,3.174980106372026194e-03
1.113638520768712482e-02,8.329135569673629114e-02,5.200563108822020553e-01,9.498875734931399098e-03,9.923491210128108087e-01,3.423728381127250867e-03,5.514033758324631274e-01,3.566586507340073226e-03,9.644581051600020858e-04,7.086255596131517702e-04,9.845087021032246366e-02,5.379067983393747560e-02,2.241755661820671406e-03,3.593885864322324958e-02,8.974559265651899098e-02,5.699965144688354593e-03,1.699538730690920100e-03,2.054626288858149506e-05,1.013116762894918348e-04,2.316875128261206701e-03,1.961804238665838113e-02,1.410807326471654506e-05,4.964962416072652568e-02,1.027833926969890094e-01,9.931074235948320799e-05,4.072958865042971936e-03,5.490743487733941528e-04,2.028258028246265193e-02,2.135449686235789957e-01,8.858513048375667165e-02,2.098785494287414097e-03,9.449083871099150933e-02,4.060787998827813591e-03,2.209660963672471501e-01,2.850934057820882911e-02,2.160550283751626888e-01,2.034886034891866258e-01,6.404060593228311227e-02,1.385911890912381499e-03,4.477959580522709003e-03,1.695474634180095530e-02,7.287735795089386737e-02,1.872105042198765959e-02,2.465529024089549784e-02,7.237709359557528872e-03,3.519675727552963942e-03,5.936760769251585995e-02,7.951496442366846884e-02
4.841027445587989947e-02,2.244183323608629711e-04,6.431880528234876215e-02,6.112255312320493683e-01,4.487428653600648225e-04,4.111941842198855723e-01,1.551495565599217809e-03,8.442153554715631225e-01,2.993016654195955195e-01,3.712185920412108819e-02,1.657073872288888049e-03,2.561045870750339854e-04,1.054862425046066837e-01,9.891908013913649350e-03,6.223722177007466085e-03,4.534618484380083941e-02,3.404464655420409713e-02,8.975488398699195403e-02,2.241008882224198584e-01,3.880353447299824364e-03,1.625003115701325338e-03,1.064410417849208666e-04,1.483222258488261797e-04,9.481686394872968979e-03,1.268354134408626122e-03,1.024202627476511170e-03,3.281871238917663872e-03,2.706602073303891179e-04,1.808603593699143874e-04,4.653540911675942159e-04,9.294240782362538089e-03,6.646129275924967522e-03,7.379663284372179081e-04,3.994815839637123368e-03,1.161728363541482651e-05,3.351661204399181545e-06,1.358130597816225053e-04,2.353531351132689563e-05,8.343477600000489636e-05,2.655402373014527210e-04,1.079157661690190428e-04,2.289718215263318124e-04,5.303667280492081033e-05,8.398119529178039500e-05,2.326949632024704251e-04,2.286760998794866570e-04,2.890300696976934878e-04,2.608858159210870756e-04
2.225769470478664858e-01,8.341826559427636912e-04,4.405757595536492245e-03,1.479658795276018318e-02,3.662903259034623327e-01,1.404272644231382636e-02,8.020540565641699482e-01,8.670159177006130091e-02,1.595772285981308103e-01,2.260051301525398473e-02,4.211852002186870889e-04,1.318136635166161467e-02,2.228103776918981954e-02,9.644592274697437462e-02,4.395762625081698904e-01,5.025045829290978455e-03,3.128600505663768063e-04,7.041657801195719268e-02,7.948014783876072853e-02,3.566197897534065936e-02,1.071125191738124816e-01,9.418892852676125776e-03,9.226339892942023993e-05,1.256929815705281304e-02,2.179189294053575105e-03,5.475798877060297255e-03,9.379687766512989633e-03,6.342217259506538474e-02,9.115120425829184581e-02,1.623629621308941284e-01,4.989541742834699171e-08,8.002725138858235443e-02,8.670792202084137701e-03,1.632086758659876125e-01,1.618140206412598718e-03,1.838253034044277645e-01,1.575067208605535896e-01,3.805597768536546355e-02,9.356263374153515541e-03,1.453422813707513049e-02,2.739001578986797331e-03,2.825010132123676604e-02,4.480082528110618419e-03,1.020046913941106796e-02,3.540440712401647649e-02,4.227184296211228265e-02,8.905781415448593696e-03,9.212133721781845183e-03
1.385715349225584078e-02,3.259812880235586521e-04,2.378681205352945957e-02,1.885902078973439033e-01,1.816617277620118445e-02,1.562500841235856253e-01,7.684297167193004929e-02,1.730515905447168601e-01,9.195760668925594405e-01,3.554263589914107707e-02,6.832314516852897035e-02,4.388745195599234178e-04,2.493410365309952637e-01,1.472033038013198904e-03,3.335647578389373813e-02,2.002685590173155280e-03,4.844543048711639523e-03,5.572606092067505790e-01,6.250058848640157594e-01,3.811776895529152363e-03,3.097167327058273321e-03,2.524634604101400786e-05,5.363500049140407233e-03,8.572464789072050894e-06,4.826474769282294852e-03,7.605549347156221815e-03,1.544243028422642748e-06,4.182370101569213251e-04,1.006112746002132616e-02,1.691499582349231074e-03,3.212270351115940718e-03,4.128046413120609569e-03,7.174729256868389755e-03,2.990784582337453236e-03,1.677746988053306821e-05,6.577852209194155406e-03,3.984041494567585467e-03,1.810322661780124683e-03,9.640403076128817306e-03,1.738565791442699213e-03,1.209999020809969077e-04,5.352302686086772218e-04,2.469990017696785042e-04,1.063005480593190574e-03,5.174408606981880472e-04,6.871238018566395598e-04,2.997336239459823204e-06,4.351166128369075550e-07
7.810921919256533230e-02,1.083303068807893038e-01,8.275178411264638018e-03,3.050236552037829518e-03,9.302246919523875571e-03,1.107850744414920659e-02,4.312783112496631523e-03,3.962951175075302146e-01,3.599202463077685703e-03,7.564388814342508649e-01,1.548643864938136772e-01,1.388240995037671663e-02,1.203659171741926822e-03,5.168710755593707365e-04,6.387886984997955984e-04,6.033888324411115223e-01,3.908474104210022532e-02,6.884975769214990958e-03,3.580611547673151224e-03,2.905253495914174880e-05,3.303606165680958700e-03,2.243513626802179535e-03,5.071626171526197324e-02,5.799018139773879504e-03,5.701908589351635011e-05,9.445185766859453880e-06,4.427905388697048195e-02,3.258013219445263426e-04,1.584517595092738889e-03,5.070023747195096688e-06,2.271918895934502830e-02,6.570217586119946052e-02,1.163647605671027594e-04,4.819371732068039246e-04,1.202895113781553564e-04,7.250444305393418006e-03,4.435202061670289603e-03,9.886497523626254069e-04,2.483414856876928548e-03,1.305591245965755966e-02,1.526238149377927983e-02,1.898091267467713963e-03,8.177486350930177582e-04,2.025228392050774234e-03,3.271722811502053617e-04,5.509762713769698374e-04,1.695118841210777050e-03,1.413234953488568674e-03
