8.058305405206978023e-02,2.228479544600965676e-03,4.605702922808825595e-02,2.777106382124807510e-02,1.615959563967314383e-01,1.825601902156463036e-02,1.447354130390692581e-04,3.126748765778279010e-02,2.955872560631258028e-01,4.442396640113430162e-01,1.606526990405611754e-01,4.604637392323034789e-02,2.602915135163121063e-03,2.001179762657686635e-03,1.068730514195354378e-02,2.902316497195049291e-04,6.953282810246920638e-03,2.373960343386420039e-03,2.492563722134512934e-03,1.145062476704718571e-02,1.501041179483695318e-03,3.536355093080563255e-04,1.032338531229637368e-03,8.936441269261859166e-03,1.325736671109460803e-04,1.068763592801743375e-03,6.951674713758381093e-04
4.467967453275071762e-03,1.289852675929743352e-04,1.010573055711150858e-01,7.830897750887404196e-03,3.428553056198578586e-02,2.704536472336821137e-02,1.123996752546799986e-03,7.750217249649085042e-04,3.146162792479456072e-01,6.332520682069900375e-02,4.657925329818531773e-02,5.706633887159628764e-03,6.401969799112493600e-03,4.475988898871970101e-03,1.796872476358336856e-02,8.993212214071160749e-04,5.100222287072971906e-03,6.855990016227149139e-03,6.380272238642773614e-08,1.726831950220445236e-02,1.117655515256553574e-04,9.160500331279955314e-04,3.540334114570545883e-04,1.740403481357320759e-02,3.351283124253883833e-05,1.601881133835161364e-03,9.473215355237954530e-06
8.763610040293958944e-03,6.104850501418051438e-05,1.080930278403237224e-03,2.529028942207331042e-04,7.875808303758849438e-03,5.785127576956886064e-03,1.559615545735612008e-01,3.988453364407770329e-04,4.256215148986565965e-03,5.948138475612981674e-03,5.144767476819082225e-03,2.510339178154334487e-03,7.003172074961961334e-03,6.870843801928114281e-02,4.019754492034191442e-04,1.531272079595368506e-02,8.343198503623543150e-02,4.635517174184555778e-02,1.000714526737456478e-01,6.201841391776344206e-06,2.026705188631739152e-01,1.065563704912821791e-02,2.805000996218733750e-02,2.976918276770143534e-03,2.854169757350478315e-02,2.319923005380620726e-02,1.513990122022475515e-01
9.796033651695178479e-01,1.208117218856690454e-03,4.005166377429752490e-03,1.594107272229473016e-01,6.920876550536634794e-03,1.370576968774093150e-03,4.917516583766930877e-03,1.069867157777499439e-01,6.233453784375617146e-02,6.297312316096829177e-01,3.534206321764117309e-01,1.610884288000311460e-03,3.336948438958499494e-04,2.006186890332584919e-04,1.715473081856507215e-04,4.908451960481133520e-04,4.961821189631857249e-04,9.173594476578265759e-04,2.677123304180589899e-04,1.662162554023638395e-03,8.055354102890453782e-05,2.232404102825029762e-05,7.175734079529267928e-07,3.284147508768815987e-03,6.144685662534558673e-04,4.571568172949183324e-05,6.398320003400883793e-06
8.285263716841385906e-02,1.208019975965409498e-01,6.600541820428347528e-02,1.992960143608406634e-02,4.642349842018692226e-03,4.698475131719756872e-04,7.322536862449304795e-01,5.518160187219707871e-03,1.181165186858382232e-02,3.421112049104536867e-02,1.660027846996293965e-02,5.515037552042220291e-04,4.603654217905728263e-02,9.856434977346360815e-02,2.045538101221796301e-01,7.292238890176847531e-03,2.059440384209598740e-02,6.831733233508062268e-03,3.784023778275718425e-02,2.078451676494281856e-03,1.914603462215971842e-03,1.585308516250817645e-02,9.945169748792922863e-04,1.248314080118108488e-01,1.216347042667625250e-01,8.314088107756682777e-03,9.449379124040754386e-04
4.957470434612844257e-04,9.606870600117248804e-01,1.920321425428103412e-01,3.433967125367140831e-04,1.087483725649873723e-03,8.625803854334038179e-02,4.331885021031135763e-02,2.930857096360458657e-05,4.046453651576621738e-06,1.136432447264288490e-05,5.688484034236322272e-04,6.153700234010399612e-04,1.905988398880975251e-02,5.159003220023712644e-02,7.127818177750479267e-02,2.518161801435490118e-03,3.258767094853541341e-03,2.770290392684664552e-02,3.801194280096378830e-01,1.281187206923961319e-01,7.994093971330343273e-02,3.980322924747418077e-03,2.761965894515345729e-02,2.905178219641643862e-04,2.306504555663003413e-07,1.025022884974523783e-03,9.478614413361770297e-02
6.268815981240518642e-01,6.750926277792918418e-05,9.967240127841755533e-06,4.522735812316888704e-01,2.340352189239037484e-01,9.571997330651970000e-06,6.313602913484740731e-05,5.469147719536281843e-03,3.196783907866013186e-01,7.762930820793964570e-02,6.115333400200696767e-02,8.051205063167700404e-02,9.740653741401972092e-05,1.083051631223599671e-04,2.098427164096957416e-04,8.347068993126592203e-06,2.573209375057331093e-05,1.340861981974413183e-04,2.815024422340279241e-05,1.116626502282168940e-04,3.496791730556614731e-05,2.510288132141213588e-06,7.093753264040615691e-06,3.634629751190175764e-06,6.468107302995480104e-06,1.727737926795608868e-05,1.266541373078609268e-05
4.218493210628111029e-02,5.317771664990932345e-01,1.214819182547708237e-01,1.316762047540606662e-01,9.432983461434836408e-06,7.420541098352913256e-02,2.106825729998387450e-02,6.231609841987462151e-02,8.817797104226633015e-03,3.621571513406304094e-03,1.732472260476647374e-02,8.074418294058809120e-02,3.151219172671204660e-02,3.134188081663792473e-03,4.461060639234237096e-02,1.377667036545944935e-04,2.916227034117805511e-02,1.190874770322271651e-03,4.527139044469812301e-01,1.073688667234131977e-01,2.708264378189113586e-01,1.709556629945212193e-03,2.974351767872259952e-02,2.054708581259658169e-03,2.347814786680410201e-02,1.394350295225269855e-02,4.498015322598066489e-03
1.859340936036911196e-01,2.372540853761529248e-02,6.043754270816380746e-03,8.542949120112354189e-01,2.481867669093240636e-02,2.699458223648580624e-03,1.130512806394748685e-03,4.537676546574259118e-01,3.813514804664516061e-02,1.074858039653241171e-02,2.424474460132676479e-01,4.334032044240926362e-01,1.142106694510130116e-03,2.451082317784429674e-04,2.002460073099910851e-03,2.045041288682087599e-05,1.186917710397701175e-03,1.023243062356933163e-04,2.072757153860440432e-02,5.071877682624243398e-03,1.284502851934975383e-02,1.525094826853456043e-04,1.402790669722547498e-03,6.484347016864876743e-05,9.630065095263119594e-04,5.262101738404526040e-04,3.780534487857371904e-04
2.279337832908427450e-05,2.766672828764449397e-03,6.669419915016991385e-02,1.316941841540444358e-01,8.739450449001768817e-01,1.830065699769734336e-02,2.751504270592306910e-04,4.237731615284669358e-03,4.737725305299553963e-02,7.232865452501742454e-02,3.651599044024350094e-01,1.809862521411974012e-01,1.452080927685085829e-04,4.167414554116388877e-04,1.904602512412676557e-03,4.891460493908852437e-04,5.796267568449723837e-03,9.326464201462051002e-08,1.470973421393695097e-03,1.485145203605230330e-03,2.943280845342231052e-04,2.515801693372117810e-05,1.480904472053387816e-03,1.022015858604576749e-02,4.673377959765283974e-05,4.722192929095596521e-03,2.903562214649575614e-04
3.173234344123714804e-03,1.704699892638736891e-01,8.725944777703978916e-01,6.938888146993768546e-03,3.328981828417502259e-02,2.864007370630514693e-01,1.458427759691462156e-02,3.632167155263401909e-04,9.053761967497230348e-03,1.053412648937111264e-02,8.789106718968455606e-03,4.543959133355320902e-03,2.334766539843560057e-02,5.512538124130708650e-02,6.096081420675004861e-05,3.369332313371282972e-02,6.844794922480297583e-02,2.940123102797538579e-02,6.990475230092749181e-02,1.994280745529961735e-03,1.241951364982139296e-02,5.537103374137470821e-03,3.602633550437975979e-02,5.378770169060708567e-02,1.635746328532004107e-02,1.522604248084030165e-01,1.172634014549157541e-02
3.640933283759726496e-03,3.479964306450176181e-01,3.047289382323772541e-02,5.297508523424797680e-03,3.799950624179138786e-03,2.218787503724171939e-01,1.308870898530126448e-01,1.632054951052980696e-03,2.547978220410639831e-04,8.516741732766943079e-05,1.039266636814108235e-03,6.672261189579778602e-03,1.366689638915420391e-01,3.181313809888797889e-02,3.436356727076418649e-02,3.771220302623415083e-03,2.131904196966766685e-03,1.164162086937644419e-02,3.929353530811451889e-01,1.764965908576714149e-01,2.217555656432600719e-01,7.195651380925291267e-03,8.664355726954847334e-03,1.538235781355135404e-02,1.263183991416155783e-01,1.044893525688372765e-01,2.369944251091053375e-02
4.057458674604320220e-02,4.756675140702589001e-06,2.081158049863304077e-02,2.690080548032450572e-02,7.954106216852128153e-01,5.156089425805476800e-03,2.039572421844668972e-04,9.455649564297001486e-02,3.182669810314295994e-02,3.816120814138167922e-02,5.812635545657180991e-01,2.421443402967250887e-04,1.458027461221860811e-03,7.344296720349357144e-04,3.439984520965439288e-03,2.304043989947320275e-04,1.098531880982199982e-03,1.248340755288864998e-03,3.307629026680753967e-07,3.555579842606109570e-03,4.541685285408310487e-05,2.570281184318911586e-04,9.173936425014057199e-05,3.615954068957414648e-03,5.171573845860307281e-06,3.009469739136032621e-04,2.132748793830353893e-05
1.174329549597926195e-03,1.218440677112171992e-03,2.352066151255588766e-01,2.761334919216501364e-04,2.075535569886550590e-03,8.826073969154897281e-01,1.502656795143473556e-01,5.594772516411838488e-08,1.567292883413257067e-04,2.353484939127652577e-04,1.283389271751348435e-03,8.489394319190638263e-04,5.008148633826033924e-01,1.008302353576415004e-02,2.407560349048443789e-03,4.605199014106659450e-04,3.315058720752565228e-05,6.925674032935192412e-06,1.052996717917384448e-03,3.010870803983773780e-03,9.219160878872933096e-04,5.516614072422376669e-03,1.665195480084403351e-02,9.051595209989619917e-02,2.170814907805532212e-01,2.526044574245475127e-01,3.780618797519161300e-02
2.762808210300007720e-04,1.249994332814604731e-01,5.383282786288432235e-04,3.463431883024278369e-04,1.176295606169973183e-04,3.110663619559546084e-03,9.560737870619967493e-01,1.598900010653953518e-03,2.350549167774285738e-03,2.050137536807841341e-04,8.132862532070580554e-04,1.689516910757760939e-03,5.314711706588866151e-03,4.371185147846102376e-02,4.428161923877303729e-02,2.218444160862145798e-02,1.548591077918860526e-01,5.244882163206860543e-02,6.220549576912786337e-03,2.714341012607876871e-02,1.015931925986406255e-02,2.002923290153683575e-02,8.640346515206562879e-04,3.086685327738852291e-01,2.207628936050289592e-01,6.854009180309573145e-03,6.866145464413096755e-02
2.665359573201426802e-01,2.669076340889056932e-06,9.674285219227873184e-04,1.851428336940411923e-01,6.446025954237194489e-02,1.442985178021459751e-04,8.707186885486164053e-05,8.384957472588598915e-01,5.487373604570628949e-01,1.947021582820089580e-01,7.541350767839035893e-03,4.289801564162705749e-01,1.304926327550563151e-04,7.929913293718100479e-07,1.124589196541211938e-04,1.434635469811970457e-05,1.477188319289405834e-04,2.838137256960874795e-05,6.540630763254312225e-09,1.074410884878640259e-04,3.743290100346304652e-06,4.708432939700430016e-06,5.046517612899125289e-05,4.396381063444003076e-04,3.537832520468525569e-05,6.502111831832664944e-06,4.193266706722520139e-07
4.423326637011990026e-03,5.087104887800126402e-02,2.400752254116644141e-02,5.150442886873983618e-06,5.149850159595793266e-03,9.790305578685350174e-02,7.241632683160069694e-01,2.287219767829344868e-03,9.871799272242849036e-04,1.203707224044295310e-03,1.831640041847956571e-03,3.526126880935207484e-06,8.970286819717648852e-02,9.387335756492750510e-03,7.649819990703135564e-02,4.900529291283640260e-02,1.343794297034027752e-01,8.041172354028831848e-02,1.121647068458896633e-02,1.371620579849729404e-01,1.097133343062580433e-03,1.555972727459738886e-02,5.437175465045428202e-03,9.108882504687089432e-02,1.278008438470238928e-01,9.922697064901682840e-04,2.130043265507710892e-01
