2.356941450524080439e-01,3.991539908923319446e-01,4.611377571028879238e-05,5.913457938858763807e-01,8.491104585845686836e-01,7.813381185739377025e-06,8.257828242721025891e-01,6.049213144857365151e-04,1.925493434855163506e-03,3.517210568673033357e-04,1.066164524793732429e-02,3.356443651027484713e-03,3.705547465549224873e-01,4.433039815155804808e-01,3.895232105223103700e-06,7.605954412880455928e-06,1.737258065730927503e-02,3.403921533505087128e-07,4.796062879339579865e-02,3.123481342376686787e-07,4.390933376093063208e-06,2.325160927086965837e-08,1.144204801694643895e-04,3.302901194201325391e-05,9.953027902007217432e-05,3.878248595255676112e-02,1.811450602768677337e-05,3.522092510897945061e-01,4.785329353629656486e-05,1.907939964984744939e-06,3.274446514961872978e-05,2.610257328788980806e-05,4.005896893835481644e-06,0.000000000000000000e+00,4.513024496389409586e-05,2.189369621420537176e-05,4.036347902275718288e-10,1.418626204150352148e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.081058976392984791e-05,7.481601907849527700e-05
7.714092363164518629e-01,6.215790518393315978e-01,5.464637117845143067e-05,3.803543252110856976e-01,4.641243013379368204e-02,9.259118817706721906e-06,3.801113116680596149e-02,7.168520507369499336e-04,2.281774314118674516e-03,4.168012514438175454e-04,2.589862615491951570e-02,3.004296571566881721e-02,3.618230990627128996e-02,1.842067316802798171e-01,4.615980716598521390e-06,9.013311133399766730e-06,2.388829086396833112e-01,4.033761207298839598e-07,2.174996560146658375e-01,3.701430172988432194e-07,5.203403351686410936e-06,2.755393699910770658e-08,1.355921074222973745e-04,3.914048716331961435e-05,1.179467195442028245e-04,2.219862716856440266e-01,2.146629732343526855e-05,1.901066124176650773e-02,5.670775815723086812e-05,2.260972863462478254e-06,3.880328966874625231e-05,3.093242499951050022e-05,4.747122203534864048e-06,0.000000000000000000e+00,5.348085424983191279e-05,2.594476447355371259e-05,4.783207670063977695e-10,1.681119642046160015e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281091152910888124e-05,8.865949243330667549e-05
2.991878908738075959e-07,1.288771272065361801e-07,9.260976285343105463e-01,3.964959715945330407e-07,1.662946268707571421e-06,7.729164887286548158e-01,2.421051092894476144e-06,1.773400672199008377e-01,5.249591100484842952e-04,5.331620840394134531e-01,9.202934633221326446e-08,3.272514856805567070e-09,4.796143295901358835e-06,7.460856049063908769e-06,3.453964903595430481e-04,2.475954988255901990e-05,1.927413012942305776e-07,4.074265563699464715e-02,9.038361022532623421e-07,8.628363532362280999e-03,3.736470368983797058e-04,6.217418541615262785e-03,4.964982830925174229e-02,4.988156317460136491e-02,1.247003402804608557e-01,0.000000000000000000e+00,1.333463312641152143e-01,4.853152089884195378e-06,2.064919784800172201e-02,8.024474824330237290e-04,1.309169994364620592e-03,1.830478823325972252e-03,1.857124918334624635e-03,0.000000000000000000e+00,1.312869377119034063e-03,5.956621792641401568e-04,8.041576053865037634e-05,2.669972675805764098e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.469623820834743100e-04,9.925224212636342414e-04
7.172746708364271528e-01,5.759384181070912323e-01,1.176742845907417182e-03,2.502191748331835108e-01,6.506824370945848979e-02,1.993838125602666561e-04,6.158297432637496044e-02,1.543653318761267768e-02,4.913522238002233228e-02,8.975305774652711163e-03,1.664220339775598634e-01,4.568299207038706983e-02,1.395520962766793327e-01,2.819389642484763092e-01,9.939950573050702074e-05,1.940906443637423564e-04,7.362553909531810437e-02,8.686211985215078299e-06,2.329773564918982687e-01,7.970577701246383116e-06,1.120489345664393957e-04,5.933403726736157799e-07,2.919810390513468898e-03,8.428425760305470514e-04,2.539838518620959103e-03,2.800989726308623640e-01,4.622504890761134711e-04,1.508788497416135022e-01,1.221132296251780042e-03,4.868728855173123189e-05,8.355814399140913283e-04,6.660919845139699714e-04,1.022234774458489023e-04,0.000000000000000000e+00,1.151644862675222552e-03,5.586888081426010172e-04,1.030005338846090993e-08,3.620085779222495439e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.758673296384635590e-04,1.909173860822004293e-03
1.501231565308759446e-03,6.466652471919989015e-04,1.441155830084453748e-01,1.989493178808289953e-03,8.344145956927128543e-03,4.737021947808026101e-02,1.214807962736531854e-02,1.797081969802021284e-01,4.289586188419718810e-02,1.690430691543878261e-01,4.617745699705579207e-04,1.642045935291730501e-05,2.406555187284641767e-02,3.743624975050788978e-02,9.039811569885956161e-03,9.916929496737241726e-04,9.671157632633927553e-04,7.496725766212825048e-02,4.535167792404244322e-03,3.591503799286246273e-02,1.079487897441617529e-02,5.053037816967616627e-03,3.346537325189915049e-03,2.206039352453405614e-02,8.128543747242419210e-03,0.000000000000000000e+00,3.847184332125003301e-03,2.435160422869964147e-02,1.167313744578155239e-02,1.483741364502700472e-02,6.418493379635899915e-03,5.521969573070816331e-03,1.811577701925587295e-03,0.000000000000000000e+00,2.637090649817668778e-03,2.753875831697603910e-05,1.525604309633160974e-03,1.149003069104633651e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.622674936133036427e-01,1.583399477104668537e-02
6.249492575875809086e-02,2.664179185583095619e-02,2.098423269508729655e-04,3.340706997541078027e-01,2.695029068115505910e-01,3.555506058906161441e-05,2.764424013121550283e-01,2.752715306839324978e-03,8.762024290465669080e-03,1.600518801026907557e-03,1.084224129917156221e-01,6.785010857908295723e-01,6.081311929598529932e-03,1.323021747440717155e-01,1.772538805126270696e-05,3.461115790449119069e-05,2.014144533454430633e-03,1.548966234811109251e-06,6.092657459761335881e-02,1.421350958528686453e-06,1.998109378235181905e-05,1.058072499941308651e-07,5.206743416640136459e-04,1.502996580966111740e-04,4.529159677328618047e-04,9.163811393796541388e-03,8.243068449429286580e-05,6.441124965412610426e-02,2.177580628185068774e-04,8.682146620356597040e-06,1.490048181030787151e-04,1.187806600905678018e-04,1.822897198895285522e-05,0.000000000000000000e+00,2.053667363649311741e-04,9.962801979191040884e-05,1.836754035319031749e-09,6.455507474005742078e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.919396160545096185e-05,3.404528754111422703e-04
6.115104687193788531e-04,2.634121061353923363e-04,3.722399326457558333e-01,8.103985650187461344e-04,3.398897760409119034e-03,8.548552932380177882e-01,4.948389068439711450e-03,7.164788166314961515e-01,2.567929378839963195e-01,6.004520120022839302e-01,1.880988851092457574e-04,6.688696819017778812e-06,9.802842709830788745e-03,1.524925212142103775e-02,2.151016895425434381e-05,3.029794890818199998e-02,3.939441638222305965e-04,1.683207877230990246e-01,1.847351632180579918e-03,2.751776840721419093e-02,3.855836642138716865e-05,7.847520214445700970e-03,2.476732860065527023e-02,1.088093326692258223e-01,1.115836437917222534e-01,0.000000000000000000e+00,4.680710066161504479e-02,9.919363048363719765e-03,3.098297598579434573e-03,8.245149144665166576e-04,2.404657556296589779e-04,7.287569155296594629e-04,3.638338449304496478e-06,0.000000000000000000e+00,2.060168314132644618e-03,3.958819171618364191e-03,1.863902275918783227e-02,1.117803231577181935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.794976921462544520e-02,1.447832411389129124e-02
2.311807503301860633e-01,1.974822456340271926e-01,5.816560154283014882e-04,6.099153194777049564e-02,1.130772180452898311e-02,9.855406757563804317e-05,7.533786381941606596e-03,7.630173760699416295e-03,2.428720749494649167e-02,4.436432830071236275e-03,8.271856951470893948e-01,9.445633722636560814e-02,1.464214953938042518e-01,4.309449802796186391e-02,4.913250217736888525e-05,9.593769040122818463e-05,1.865049608211873100e-01,4.293535728776630599e-06,3.397008487193570736e-01,3.939802551162830646e-06,5.538502914172740109e-05,2.932841258923917976e-07,1.443242492154344367e-03,4.166113744496259823e-04,1.255424970468541675e-03,3.227990374150350172e-01,2.284872846611294491e-04,3.251860414332521376e-01,6.035974199621395959e-04,2.406579683870542578e-05,4.130222440668332353e-04,3.292447546790593376e-04,5.052837226176380161e-05,0.000000000000000000e+00,5.692502523740402718e-04,2.761560923347051522e-04,5.091246599431298360e-09,1.789383871909157146e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.363593518349539798e-04,9.436917033383549792e-04
1.164288150364613207e-03,5.015246827716405946e-04,6.599035559718592625e-02,1.542962049856257730e-03,6.471346917465710391e-03,2.528302783869953441e-01,9.421507971635432674e-03,4.079018902819249170e-01,3.565903567449256739e-01,8.965095575105246073e-02,3.581317315599211247e-04,1.273497486326369069e-05,1.866416715783436597e-02,2.903388323682236025e-02,8.894783646118131770e-02,2.455108328240933335e-02,7.500517902891359499e-04,4.349852626602303436e-03,3.517273578993463431e-03,1.179741438629310218e-01,5.798851938624799245e-03,5.734079653749682860e-04,2.389232937674018453e-02,6.148021762007369606e-01,2.030022275356521411e-01,0.000000000000000000e+00,6.789143258397278488e-03,1.888601658866171859e-02,1.015761384867662209e-01,2.293731668503615120e-03,3.820852664928738041e-02,3.932473348210026309e-02,4.619448949048027385e-06,0.000000000000000000e+00,7.855446208057113508e-03,3.264013569698545614e-02,3.357855107953360702e-02,2.018118028448868256e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.326166103347459296e-02,9.361948820978684138e-02
2.634682831735892655e-02,2.906992030714112760e-02,2.217806887091365065e-06,1.269447165379248427e-02,3.116900532443623618e-03,3.757786114515996239e-07,5.656658468697712758e-03,2.909322944717159719e-05,9.260513881361043937e-05,1.691575608894066974e-05,2.874802102981076010e-02,9.963547695916729063e-01,2.232259415619260723e-01,2.559103406835462613e-02,1.873382184980311827e-07,3.658025789466145224e-07,9.129932377381758980e-04,1.637090111110091078e-08,2.529357568694342584e-01,1.502214539174852975e-08,2.111785932134319414e-07,1.118268421585480964e-09,5.502965763168278426e-06,1.588505149069302601e-06,4.786832890710151726e-06,3.071673518251234469e-01,8.712033574708647888e-07,7.103145286667633673e-02,2.301467670779427588e-06,9.176091806240718121e-08,1.574820088018611396e-06,1.255383362498614284e-06,1.926605571389805984e-07,0.000000000000000000e+00,2.170504725656482616e-06,1.052960628355510132e-06,1.941250751750052514e-11,6.822774577252726389e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.199270730419427895e-07,3.598219400195971008e-06
