6.219770138577898067e-01,8.517248288234047227e-01,1.959960839652654663e-01,8.163186164750450835e-02,1.220731395125632156e-03,6.022881508502951897e-01,3.505825057766968900e-02,2.725624952361716240e-03,6.049302175962761180e-04,6.649427823208510502e-02,5.588873578304489644e-03,1.270005706407753843e-01,5.777713307432893325e-02,5.394939477036206181e-03,9.433193544961809710e-04,8.417363926094821244e-03,7.358483990687633702e-02,1.188297579666475028e-03,8.566872594782197481e-02,2.425773228255911614e-04,1.432909757132841966e-01,1.453990198587618412e-03,9.437960667241007467e-04,1.970280882040936242e-05,4.051839477100846465e-03,1.474132255656278822e-04,2.691715993808653225e-04,5.504294838743729271e-04,1.443081982166320920e-07,3.614325487940124224e-04,7.733048032408936789e-01,4.163147396960542417e-03,1.441358014646223259e-03,1.044856153800333186e-03,7.674698351225340946e-05,1.798808376353674997e-04,2.226150190105798815e-03,2.938809156084319207e-03,3.977863388239245000e-04,2.912688760697736546e-04,3.728470264500200176e-03,1.603357867028165271e-04,1.459695434063892200e-04,5.466671943001687032e-05,2.425087942832939575e-03,1.152215425879263766e-03,3.977600308342368700e-06,1.969066567348752981e-06,0.000000000000000000e+00,1.090267831426062779e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.750137378436187056e-03,1.692064064017496613e-04
4.236604384276269897e-02,7.448000808041993492e-02,1.333611964785857452e-02,4.486547550652747463e-01,5.750414522718785707e-04,2.491033211941945658e-01,7.778264960851596355e-01,2.147197101204082002e-03,3.079080109783876099e-03,5.352059463779573062e-02,7.638233412928701130e-03,7.397594194392430600e-01,3.629065127742551189e-01,1.462388685715370062e-01,1.787708051494349198e-03,1.213626882113929065e-02,4.645641800243399677e-02,4.112279950498099758e-04,1.418048872805101057e-01,6.310360632159155853e-03,2.824748900048344204e-03,2.942149722075093751e-04,2.120699662314181558e-03,1.764278344503047492e-04,8.760842201516344811e-05,4.580167383655401291e-03,1.169473752795018950e-04,2.949855308724543684e-03,2.733781854034747017e-04,2.277881943928441018e-05,1.346423289758410247e-01,4.089065442397538542e-04,1.011755729175327356e-03,2.177731348562857421e-05,1.636012938130872033e-04,2.712469830702940584e-04,4.586490103430218958e-05,1.570489853277132382e-04,1.021141242595696936e-03,4.238801251230721144e-05,5.740701109918030509e-01,9.517553251702514511e-03,3.088315395231124143e-06,1.289656695210186646e-03,1.041864071933539811e-04,1.667430193180290034e-03,1.126217893560511901e-04,1.129951817985875564e-03,0.000000000000000000e+00,1.997933135541418281e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.299399223683721454e-03,2.480699844898967359e-04
3.449893124879498986e-03,1.279769749166391728e-03,1.267344422199528269e-03,1.429024821660387391e-02,9.952876496708577738e-04,2.199016652277925501e-03,3.893866689642156212e-05,1.638344438314198459e-01,2.036823348773835751e-01,5.551652512036845018e-03,3.427080538761404643e-02,3.719825253264011280e-03,8.409589899849427314e-05,1.043095595729045914e-02,7.352389715570120665e-02,6.574924087157826972e-06,3.498468920261428496e-04,1.605407804633892377e-01,3.911439039318083031e-04,4.122815478910099238e-03,4.822751129786633168e-04,4.558841296131110031e-05,6.993069394143405781e-02,3.184735191253292297e-01,1.353141027772281069e-01,3.429918162604923132e-02,8.440295736888737965e-03,5.560950552777029626e-02,1.302475787167589882e-01,8.974761444056314486e-02,1.451332367485465725e-03,8.547402439296529486e-02,2.908592823232947766e-01,2.160058055570591301e-02,6.947473301657461353e-02,9.154575087130138733e-02,1.269221084723366625e-03,5.044623984681546186e-02,1.428650010055330655e-01,6.413903723344456520e-02,4.923152953455206364e-03,1.051703187236268169e-02,2.703704203233224410e-05,1.145036262311991265e-01,6.467594162286986748e-02,3.056449522220744397e-01,1.543712709598423676e-03,5.391238882009029981e-02,0.000000000000000000e+00,1.484617252539129628e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.632403235219996307e-01,1.765273820229220081e-01
1.547530528742526446e-01,8.096750284887081761e-02,4.500561483928451623e-02,1.135591096883561552e-01,3.443639864137015838e-02,2.996312628357959418e-01,9.071503775118783253e-01,2.274684885977325613e-02,4.343375724195152471e-02,5.055693775993139530e-03,3.896950095054608435e-03,5.122567135630073931e-01,6.167931026472832645e-01,2.491814423218999611e-02,2.172384479643863387e-04,1.066939212924993413e-01,6.018073172158227430e-02,1.831639052845742245e-03,4.874631953543949459e-02,3.578218178076940977e-03,5.277002536386691395e-02,2.104576742564085671e-04,7.254027496925537742e-03,1.052506167570725615e-04,4.268171221920197028e-04,3.272224638017415168e-03,2.023020082014251572e-05,4.582628749769275794e-04,2.115027250132350629e-06,7.351421465024174460e-04,1.106668135682685183e-01,1.502333142065351247e-03,1.819277222993455735e-05,5.625686764085647369e-04,7.885906283366337713e-06,2.819412237358745433e-05,9.173913197165719147e-05,1.317407155228549781e-04,1.592600195602603781e-03,3.372657328752737640e-04,7.475722027269997572e-01,2.339271547882418062e-04,1.075173332751719639e-03,1.207947720022676471e-05,1.514637365548248023e-03,1.340766819766592895e-03,1.025894786299249362e-07,1.628946996765968415e-04,0.000000000000000000e+00,3.845604772929249980e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354257190435039990e-02,8.434444609322981970e-03
4.840775421701966168e-03,1.404929109517140547e-04,1.345523938240236750e-01,1.852508297410562429e-02,5.389777397829997874e-01,7.423467397212870668e-03,1.177898001530042031e-02,6.452074664679169347e-01,1.339049777085431492e-01,3.479889365224365649e-01,1.281835861075205363e-01,1.935714315101168953e-02,1.045118218182442965e-01,9.909540969425965819e-04,6.798711532084651676e-02,6.299882878156643245e-07,2.723237303748899502e-04,2.825592156406417366e-01,2.027576406799222030e-03,2.055592978258548864e-01,1.928812870887331086e-05,6.335739401286068218e-02,7.677860917302606596e-04,5.823250506403288528e-03,1.521832055406363397e-03,3.508033005133485982e-02,2.521336589387397284e-02,2.860747292343123263e-02,8.655670162866560546e-02,1.142497006543960608e-01,1.176460240081049843e-04,8.657554353898024024e-02,3.682409698368628581e-02,5.269976866560596718e-02,3.280209312542874903e-03,1.294951077003522830e-03,1.714795410488880942e-02,1.535344377340162360e-02,1.667363076914381292e-02,2.714885810272617446e-04,3.535025600006593878e-05,5.152587959971194689e-03,1.910112129138474141e-02,1.534341981813529092e-02,4.195478443482594105e-02,3.548797225219997575e-02,2.049122983016008013e-03,9.223233168440635307e-04,0.000000000000000000e+00,1.578417548897133871e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.170766324976543538e-02,4.956624601475707187e-02
1.402718060624583846e-02,2.734238160256103334e-01,6.704024187680152069e-03,7.987241246756812685e-02,1.364335604417269907e-02,2.947704058743687572e-01,3.363954733911078687e-01,3.291680962461196631e-03,1.268622951507021243e-02,5.006043451569230961e-04,8.456991172343354072e-04,2.024674031118238460e-01,2.505547782611923791e-01,4.393404654586213764e-02,4.090500486378410779e-05,4.227245828870166977e-01,3.247750713199585304e-01,9.238329471743947168e-05,7.226782669281522735e-03,8.294365758892826776e-04,2.335309271367175460e-04,4.877012575864127014e-04,4.881765168716273307e-03,7.418288154165108292e-04,2.042898688047566210e-04,2.287010840695372603e-03,3.055619310934686939e-05,1.922844799229214002e-03,2.449314389062250138e-05,1.600189375751977889e-04,1.472215576022202210e-01,2.198123372758515096e-04,1.302772560761404977e-03,4.383785041036711966e-04,2.001576614857185376e-04,1.452644552037009426e-04,1.063920894937101088e-03,4.039336941899657370e-03,6.573593221515796562e-04,1.131853488058001938e-03,3.047805065057235807e-01,1.710430762604199170e-04,1.377105094230766848e-03,7.061453624553793319e-04,4.107804628450429664e-04,9.157342059081409859e-04,5.263865550250553188e-04,1.604745541223089056e-04,0.000000000000000000e+00,6.207852802334291268e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.538217092107514550e-04,2.171602778414912296e-03
3.683101965175725190e-02,2.367251827148651559e-03,1.496406635241886440e-01,2.710078758695774054e-02,1.609310035870444022e-02,3.212211193747942575e-03,1.716957064137178413e-02,9.468731771440817846e-02,1.092931019813642018e-01,1.755724690815269606e-01,2.737385136468926672e-01,5.849252925996781033e-05,7.553351589488860318e-02,1.168374387909403983e-01,2.520985897742964582e-02,2.756753998782252241e-04,2.879216637211797522e-04,2.640648982097160702e-01,7.752388738017063942e-03,4.208122215802169441e-02,7.946756483648909411e-05,1.242226774868020016e-02,6.379036496420554224e-03,3.085964670461741610e-01,6.797172390708498824e-02,2.523926602616204801e-02,6.503401265580761870e-02,2.189614705793303112e-02,4.408428836064406248e-02,4.808644991497940113e-02,2.138247821745252811e-03,3.843223557260814962e-03,9.779045562830718241e-02,1.537548758350702933e-02,1.113169467620538956e-02,2.349008040761277338e-02,1.651318661611587491e-03,3.542862984453794967e-02,1.356034386837962624e-01,3.482089401645144244e-02,8.267236562106219933e-03,1.233802555941091415e-02,2.979587040763435283e-04,6.047768833814163442e-02,4.570193259715861489e-02,2.279007851942687624e-01,4.189781983160391268e-04,4.467485260028312977e-02,0.000000000000000000e+00,6.652819493987326138e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.390545341393347178e-02,2.042510313993953497e-01
8.519387082342366746e-02,1.981105513711779384e-02,4.368569741909680143e-02,2.254849170515336836e-03,1.500361889833746326e-02,1.194051603742357082e-01,3.732684720103021658e-01,1.297424509137729345e-02,2.766664270407991066e-02,2.731010764160295666e-03,4.200445495060417707e-03,1.273423107903799423e-01,2.720059460025052722e-01,4.247275477783041958e-02,4.726843076361090948e-04,6.320645058866933841e-01,9.876815546181327843e-02,7.997147077324736264e-04,1.959204403625828816e-01,3.938759010092092103e-05,3.503310275538761842e-01,1.447594880422420913e-03,2.052850444351672805e-03,3.437005157815592330e-04,9.349556861929514276e-04,2.384750694746264141e-03,4.750860829864984083e-05,3.136465106330182354e-04,5.835441666746828127e-04,6.922041574203723936e-04,1.848410379826366523e-02,5.893106239709786261e-04,4.965735862839768388e-07,9.165230002362370620e-04,2.664732066923882836e-04,1.314608703905313148e-04,1.374778411642996710e-04,6.858993910751585987e-04,2.274878524698225278e-04,6.593289810191103884e-04,8.501971635893874613e-01,9.587429072310421933e-04,4.506968960411285524e-04,8.520979039619512021e-04,4.400756948380070682e-05,6.792177778790515120e-06,1.703487102391738374e-03,1.182692930834417519e-03,0.000000000000000000e+00,1.801417905153014209e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.411637330449705338e-03,6.424186149329999020e-03
6.918167480808334879e-02,1.161423164368811716e-03,9.615261776962193141e-02,4.494464629264146444e-02,5.850565525751559755e-03,7.035107913988253433e-04,8.420114778863521665e-03,1.159894760710854789e-01,3.250065464924547370e-02,4.931724249289653472e-01,3.795978019163739892e-01,1.293902376688778680e-03,7.676493138071942279e-03,1.995088873775358040e-01,1.660950474155168874e-02,2.237273849555822952e-03,4.999515427472004791e-04,2.424301715344464869e-01,5.024182620442080825e-03,6.128543154298634610e-01,1.099234238839967483e-03,5.828040425846983119e-01,1.775619319337254920e-01,5.034901068749692704e-02,4.418095582285625489e-01,1.168152389495409659e-03,3.054660341288344821e-02,5.050120633962588979e-02,1.188903259733141730e-03,3.326067730574977835e-05,4.314582121826710930e-06,4.542010633956563431e-02,1.966266909734137522e-02,5.987821319510883283e-06,4.980394627176965711e-03,4.690199013157106411e-03,2.695155006929327631e-03,1.897759551181642810e-03,5.290100944169255230e-05,2.105237987382422606e-03,4.394216788933699128e-04,4.940112357675608724e-03,2.504344949397268628e-03,1.886143811029819106e-03,7.445067282246383908e-03,3.016922585006167213e-03,3.346362501161763425e-02,7.119622344623578736e-02,0.000000000000000000e+00,1.687129846462824545e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.236436102426476502e-02,9.445407996427497566e-02
1.205389493549892865e-03,2.250457568715017332e-03,1.230318710093490078e-03,1.271206772988088367e-02,2.390298683058538723e-04,4.580089153861044237e-05,2.633784443291882840e-02,2.358004313829778880e-05,1.962891031471631813e-06,2.853557357053133556e-02,3.578552700283624526e-03,2.066324328955594092e-01,1.296395190869978620e-01,6.703118309082725657e-02,6.198824483621684226e-05,4.227080625224159394e-01,5.880840383595632437e-01,3.419897085978366655e-05,9.029533983449619661e-02,4.989657825122941967e-03,1.821350401884149484e-01,4.754445498483033327e-05,7.418812576245125507e-04,1.062634240344433609e-03,1.564125608766552119e-03,1.660502384563353716e-03,3.357853314780021763e-04,1.519896362598891198e-03,6.202863980429193854e-06,5.459743454369150894e-05,1.684096752175852710e-02,1.815198532782673737e-04,1.214463839694248423e-03,7.507024117339021908e-04,2.504691950886598164e-04,1.707405349850406242e-04,5.383007112993280514e-04,2.242945092055536899e-03,1.971800741364285615e-03,4.321500946776985841e-04,6.736899622671120580e-02,3.409936475806967043e-06,1.155985346323468383e-03,4.337734359916921669e-04,4.495973328966291929e-04,1.413048086084541920e-03,1.443611667713088405e-03,3.615619904310418578e-04,0.000000000000000000e+00,2.581690695224991058e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.384174620755772557e-03,1.284681756986500367e-04
