1.590273072204521215e-02,1.524060702654594923e-01,8.126699570765959502e-01,3.760665860685853401e-01,1.845604614543663521e-02,8.982435795738976658e-01,2.676614115019796958e-01,7.933058226440296845e-02,3.886842473730202553e-05,5.377614113416228497e-02,3.867026716903138386e-03,9.052467068501247882e-02,4.656243665743726762e-04,3.272624684785390304e-03,6.928331376599993624e-03,4.419142625993248918e-04,2.537803968437362112e-01,1.010809918351970454e-01,9.206093692111335099e-06,6.863662758763702180e-05,1.545572097524337016e-04,5.197198704266767222e-02,7.008560411434778658e-04,1.481872551271204484e-04,1.790670949823483263e-05,1.699524915385239180e-03,2.820411562543967968e-05,4.482177609854774269e-04,1.321536910634920660e-03,5.703732465451674015e-05,6.662806973338817164e-06,8.661252096300424227e-06,2.593720219984132786e-03,8.045008344450753324e-05,1.897844632717410622e-05,1.560239710197753086e-04,3.212650786131851429e-05,1.387941219936590165e-05,1.342141387449951977e-02,9.087679222360365563e-04,2.135853762254966072e-04,2.419619669770833626e-05,8.149125427063453242e-05,2.854537023286121304e-05,3.817587428315443766e-04,0.000000000000000000e+00,2.503464017237856491e-03,0.000000000000000000e+00,3.492638561391722771e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.976376144024404827e-06,3.831151537570024173e-04
7.377652814392811065e-01,2.078172989905174295e-01,6.720067142256125337e-02,5.788378694674132380e-02,1.561490483228670199e-03,1.012860516561422120e-01,2.470983796635878305e-01,7.935526029174099216e-01,5.619113823035315318e-05,1.513277862769038355e-02,3.141301385151199117e-03,2.111351413522610798e-02,3.333146629691064529e-04,2.219131201901501996e-02,1.019490381128077341e-02,5.580182322883705821e-05,1.253736323670776032e-03,8.257012524173636505e-05,5.792668511917141113e-05,2.283808425537818489e-04,1.293237785689688906e-03,2.972236003968510287e-01,3.304274750175079122e-04,9.201092229407742222e-05,1.629707881070694797e-04,1.958510208176051925e-01,6.679724961100991221e-05,2.076106110441476528e-04,1.141892314022279354e-03,2.159451966772360073e-06,2.212748291086562790e-04,7.462155948442699750e-05,1.797861201716253798e-05,3.137608205550649604e-06,2.448743745440320471e-05,2.259868299473853404e-05,1.459782431222179836e-08,4.724313112156144131e-04,2.154588139120846568e-01,1.866329754925052584e-02,2.851203373554081361e-05,1.988018127712063994e-05,4.802791457783216113e-05,1.034740055058351057e-04,2.592345836012415025e-04,0.000000000000000000e+00,4.893099532562531981e-03,0.000000000000000000e+00,3.013835975474907225e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.810001529180369568e-04,2.382071332846667961e-04
1.588317519270182610e-01,5.066673691064427741e-03,2.798567929128787518e-02,3.864475716523768090e-01,9.420421393634458296e-01,1.120314220807833898e-03,2.061868327193312478e-01,8.164921991461160898e-04,5.267461249786556943e-01,1.356244298174362206e-01,8.965065157242412264e-01,5.474458342250279955e-03,5.716956158520151154e-01,2.361554547370714925e-06,5.787483136714627497e-08,3.533881278237702844e-02,6.711619025019887035e-04,2.864421234379312120e-02,1.235920953503140754e-03,4.886239553647814780e-03,7.668852777547684532e-03,9.900145125033181569e-05,5.266704556558660495e-05,6.489462624287249681e-02,6.238531002125426855e-02,2.492395339423241553e-05,6.451947181104541063e-04,5.570323040365762236e-03,1.910433103290462842e-01,3.079581199907058860e-03,1.515699634952195896e-02,1.368760189047629771e-04,1.365320441373247227e-02,1.842413906649556125e-05,2.662045166881183171e-04,2.073492022323471238e-07,1.851540345959067969e-04,6.314617313187873004e-03,1.997509588299250204e-03,1.923811741245885516e-03,5.095301515838347945e-04,6.632801228618914833e-04,2.947312548261781569e-03,2.194259598732848672e-05,8.776642937019395532e-03,0.000000000000000000e+00,1.251059493358180810e-03,0.000000000000000000e+00,2.158889506289691368e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098468836058130310e-01,5.536588513891568380e-05
4.165608365910815070e-01,5.263198729827964772e-01,1.040781450827205253e-02,2.628349123099291487e-02,1.330295209159494414e-03,1.025309036829407799e-01,3.767145843803403893e-01,8.572821935840136964e-01,5.507591029179851466e-02,9.701698183009016541e-02,2.486652784767608959e-05,4.292551217770480495e-04,2.134750638028870551e-03,5.713016071805838286e-02,2.092771391360403674e-02,1.583503830893784672e-02,3.473915794559000875e-02,1.797066158328279465e-03,3.867428011835909434e-03,2.890802701628255862e-04,1.011997315108471374e-03,2.976700325539378134e-01,4.223397514017335143e-04,7.786025435257092325e-04,1.760890654787758777e-07,7.644854841805011347e-02,3.621541447874193474e-05,1.178042470490674138e-04,1.098977625578022007e-03,6.620654439013503136e-05,1.412845929576341496e-04,7.153181175061346488e-04,1.598255563458032217e-03,7.308751259885446275e-05,2.807277226183771748e-04,1.177266427892258254e-05,2.346762580920337075e-04,2.330503511008161991e-04,1.210556150025744598e-01,8.632691029029325447e-03,5.557772830036271941e-05,4.720526553981422375e-06,2.778525746334519148e-04,2.451780765449247866e-05,1.637904797247988415e-04,0.000000000000000000e+00,2.066622800773228272e-03,0.000000000000000000e+00,2.183047990640201719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.885777736738696377e-04,5.374578469776273952e-03
1.495137915878663737e-01,4.499502502213877375e-01,7.648160411845278395e-02,1.532923952307850904e-02,5.049612899899700962e-03,4.816808591301510040e-03,1.421057640596202765e-01,3.791657528584434916e-02,2.035245091552984609e-01,3.517731107707611996e-03,2.608059768058179281e-02,4.847964951610104350e-02,8.243366988231359827e-03,2.837649015575068008e-07,3.876953096452752617e-04,4.702498594965653922e-01,3.826648099856429230e-02,5.314898895053805569e-03,1.012865191915077699e-02,1.053519533395200344e-03,7.170955784143320799e-02,1.364097489335910386e-02,1.139680416666546438e-02,2.179059357454076005e-03,1.687647479501610745e-05,2.980437614436899640e-02,2.977878945449569212e-04,3.898561283110311276e-04,1.225755388183819591e-04,1.460425224451601623e-03,5.790232293752531822e-04,1.025909040678454204e-02,1.371126611852689463e-02,9.718294733825358703e-03,1.105522435900773912e-02,6.851498010679626591e-03,8.352057511579217761e-03,2.335302442226528524e-02,3.203901576791645667e-02,1.900406541035908476e-05,1.204872297306985168e-02,1.138693129329956637e-02,2.183491125129156680e-03,1.882515283673058103e-03,8.815609287876346317e-03,0.000000000000000000e+00,8.963032417207571559e-03,0.000000000000000000e+00,7.060339726631431612e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.495005228253961704e-02,1.039974161255971391e-01
1.529407340898535084e-01,4.498336929164311465e-02,1.701582581754886303e-01,1.659834355909491077e-02,1.268663372182054008e-03,4.329628936637613251e-02,1.605987094582765964e-02,4.137351019614053382e-01,1.548162690369054954e-02,7.737380478711089471e-02,1.094086412533876824e-03,3.967226470102999669e-02,1.352769488565553442e-03,6.898164202952653534e-01,1.794354159701060060e-03,2.365020664878640655e-03,1.916482018957395121e-04,8.437581565378084398e-04,2.032829100700787872e-03,4.874958398069098391e-04,2.352649837498971925e-05,6.432452347589821817e-02,3.340451394866497558e-07,8.389731613589697433e-05,5.576609081569375878e-06,1.513601501125381370e-04,1.099694361188021269e-04,1.154225073589409592e-05,6.455420167535914412e-05,5.232876597563406709e-05,1.764050670967322256e-04,3.475520736488036175e-05,9.634070424969839053e-04,6.490263763727134073e-04,5.256036869706802407e-04,4.213585242512638061e-04,4.797211029956368234e-04,1.610896533673629818e-04,4.480410163372038762e-03,1.571379892817057725e-04,2.154373525687761667e-04,6.061168779141021013e-05,5.047386034005907959e-04,2.779513962101302981e-07,1.865819073584165121e-05,0.000000000000000000e+00,4.794797034063552382e-04,0.000000000000000000e+00,1.180236508345041020e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.917799690637942038e-05,1.276179747345634441e-04
8.649539367194417072e-02,8.726211545006894860e-03,3.396379889176318057e-02,4.862830891086186019e-02,6.888281516019220119e-01,1.005142215663472940e-04,2.973467746514452115e-01,5.149755711903086336e-08,7.038760222198546801e-01,3.033957018352407067e-02,3.488158738396494041e-01,3.555636861799277293e-01,9.415871486196368823e-01,1.295062860963778707e-05,1.785127743047877419e-04,1.234970240347835202e-01,5.586655423077895033e-03,1.263577780705345821e-01,4.222648333185984731e-02,7.847210937060993333e-03,3.506494779613337359e-02,3.878421795475862216e-04,3.528898732019560350e-03,1.392708539762866349e-01,1.374555968475839884e-01,5.769387525119082935e-04,9.241793082979328153e-03,1.843291174422952150e-02,1.019272544653734153e-01,1.230240809323100357e-02,8.288092397758929468e-04,6.077338899914393709e-03,3.311313305781739963e-02,3.579367155971421507e-03,9.098117734506059511e-05,6.119861382763725106e-03,3.447136429967410150e-03,1.049710717732871973e-02,4.704823846746344386e-03,3.167251573589185097e-03,2.021942328888008504e-03,3.280316878598503547e-03,2.103753767734818734e-03,8.913094279108324872e-03,6.138837176112119792e-02,0.000000000000000000e+00,6.139198008207923281e-03,0.000000000000000000e+00,6.695922594278954157e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863591666818945336e-01,2.897911921157757600e-02
9.203103260575727640e-02,2.230809387567357360e-01,2.573879773615761525e-05,9.169663345360909781e-03,8.129127980940015295e-04,6.599229564947479976e-02,1.950682140684789345e-01,3.889879320475929103e-01,2.722076187808324457e-02,3.690733307473504504e-02,2.254323078216539924e-07,2.075721994850585148e-03,5.917492064726759000e-04,1.931170392196428776e-01,5.488907366127782073e-01,2.593574926171206968e-03,2.205880216362272883e-01,4.629715060989470637e-02,3.122496378597050624e-03,5.885087306098590269e-04,3.057543925735665773e-04,2.910449573330952666e-01,2.799364746792690878e-04,5.083326699827637237e-04,2.722847419022171684e-05,1.888049406727704549e-01,2.721104061613090078e-04,4.321846127110708051e-06,8.018830361172000305e-04,1.553400651284216988e-05,1.167881303979726056e-04,2.096899165470444146e-04,1.645167737873245908e-03,5.126016821605663092e-05,1.281113401044040585e-05,1.726009039450408436e-05,4.769216536038115999e-05,1.765111406237276437e-03,9.813568285668844426e-02,2.985205625248686049e-03,7.484931868269505345e-04,8.733756531489037965e-04,5.353474030069163949e-04,4.975053506524601673e-04,6.332731166616042658e-04,0.000000000000000000e+00,3.770055766771853063e-03,0.000000000000000000e+00,4.880023512555272530e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.843304835625566927e-05,2.769588043001789106e-03
3.063549753780091950e-02,3.473337321100860436e-02,4.720401300143344143e-03,1.709898920116003414e-03,1.870712403549755487e-01,1.000131827723536437e-03,8.582995810195341579e-02,4.144478925123721387e-04,3.480724779758612719e-01,1.706186203905062648e-01,2.138547431504370100e-02,3.566256286048762880e-01,3.879023130315682466e-01,2.894231942066737768e-05,8.435707629467268279e-06,2.215539633660858904e-03,1.148140976021474503e-02,1.718367736694758341e-01,1.450905023904577040e-01,1.988017070119110427e-02,1.906027649374750221e-01,9.998945158162309606e-04,1.918308164600505128e-01,2.327815518334364620e-01,2.718346595363648754e-01,2.809218542588453379e-03,4.827754072514877856e-03,1.206884290203547733e-02,7.288953381186315250e-02,1.259081902798277110e-03,1.085769444397000350e-01,2.113068702756823458e-01,1.761063877787654164e-01,7.595862718235334154e-03,4.651934569830761500e-03,1.423075336794056220e-02,4.232947166867189262e-03,1.604301841436056586e-02,1.519316664125870597e-05,2.244764270817924947e-05,3.720947020008963293e-03,9.748272630700802882e-03,7.230376139177955783e-03,7.765378123707217077e-03,1.023509856645175159e-02,0.000000000000000000e+00,1.920095434292916625e-01,0.000000000000000000e+00,3.396639960943846973e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.134955425962734868e-02,5.875226175501019332e-02
2.518933283476672974e-02,5.705041577611561984e-03,1.263388118731034607e-03,8.258358461450367866e-03,5.535908151173596267e-05,4.376582736876484699e-03,1.153927959913801649e-02,4.436362684928123884e-02,2.074053732749217387e-05,2.971319876229729876e-03,2.367018720489322747e-04,1.346272606638485199e-02,9.216725396732218902e-05,9.456105025925463092e-01,7.219437500733846304e-03,3.325123912889734487e-05,2.176848158658953314e-01,7.032074654151515558e-02,1.924733968845785043e-04,5.454311444753937553e-04,7.136940069306038376e-04,2.753422361947259200e-01,4.652316280394890244e-06,3.242142648947884465e-06,1.914269300787558585e-06,8.054143370969463200e-03,3.053779713515615362e-04,4.333166126243145552e-04,6.740927272043989758e-06,3.259638787034889007e-04,5.103221254655379265e-04,8.977161302058263813e-05,1.722749729935730114e-03,5.295174687646792737e-04,3.232406840500005917e-04,3.036137000033930274e-04,2.649597504936424333e-04,5.049613910373110138e-06,6.118313791814967983e-03,8.477025677731390334e-04,7.387951142178889345e-04,5.547581066534103161e-06,1.314265135387232628e-04,8.601527959732269330e-05,3.201738172030011635e-04,0.000000000000000000e+00,1.480175858100029262e-04,0.000000000000000000e+00,3.720087159299152822e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.064375105902828920e-06,4.809910871786747641e-04
