6.450852806147606699e-01,7.048556175328766216e-01,3.232228942349849032e-01,1.098793388036930531e-03,9.624159473619629812e-02,1.134421889752620926e-09,5.310038637373835213e-05,5.488839325493693327e-03,2.506571190708301033e-02,3.057847519268675840e-04,4.156675561948548481e-01,3.057022133494614138e-06,7.579582565915098391e-06,2.322436742193660861e-05,3.053787486107096384e-09,3.956031523338501478e-06,6.206161413100466651e-02,6.553852266469013073e-04,2.645118502683043750e-04,1.473511411459241518e-06,3.744109191599968959e-06,2.614285735547811074e-05,8.222828575122598138e-06,1.897109094924770076e-02,2.370574973102317786e-07,1.328654013735996176e-01,9.493116141286177498e-06,7.114464950883619203e-06,3.838203460307157866e-07,0.000000000000000000e+00,1.682865213371553259e-06,3.300694985355764281e-03,0.000000000000000000e+00,4.898626062585428729e-05,4.898626062585428729e-05,1.189153384577660682e-04
3.026827341543127381e-01,1.482164576931912017e-02,5.507691658090333592e-02,1.302107025638700628e-03,8.963198371653449126e-01,1.344327995387826847e-09,6.292573919188020276e-05,5.546393976690875902e-03,4.174471981713304906e-05,3.623651890811877907e-04,1.330906137996100413e-02,3.622673780980702608e-06,8.982059610059233613e-06,2.752165449424954751e-05,3.618840615314861167e-09,4.688030066680838578e-06,1.507859312487467573e-01,2.734659150854444887e-01,3.134554160490414369e-04,1.746160453920941564e-06,4.436894994290683157e-06,3.098016297099741306e-05,9.744327709705807633e-06,2.720876398751498892e-01,2.809210867927139674e-07,2.191224250064067458e-01,1.124966108947627798e-05,8.430879633118527178e-06,4.548399859254233190e-07,0.000000000000000000e+00,1.994251732301489880e-06,3.031250880708270534e-01,0.000000000000000000e+00,5.805036216558437541e-05,5.805036216558426699e-05,1.409186652812813940e-04
4.006176811015344148e-04,2.142294743611212419e-03,3.146263936461493257e-03,5.143856950941267520e-02,4.671588996223926483e-06,3.548589290691191601e-03,1.980544112344521657e-01,8.726005214688555027e-08,2.138184071480171169e-06,3.034678366186611270e-03,3.170772710401982878e-04,3.512010828710155907e-01,9.672741194274284138e-02,1.932782120037831693e-04,2.096003200028658531e-01,8.418211157749815043e-03,5.218791143079286234e-04,2.401805601032874207e-04,2.552645292344462528e-03,1.503963573081186778e-01,4.235604438858091986e-02,1.131326477856576807e-01,2.918945920979782241e-02,5.087834883518019876e-04,4.182797122467703521e-01,5.780240634008987962e-04,1.587272897624533163e-01,2.174412802321432914e-01,1.332070748315571096e-02,0.000000000000000000e+00,1.971668339390716691e-03,9.336228907916333279e-04,0.000000000000000000e+00,1.507013500138193463e-01,1.618207389942691310e-01,2.040199047366663410e-01
1.496303156674065049e-01,1.421328031832502226e-01,2.732420088185361640e-01,2.803928410950612751e-02,7.673070809247306556e-01,2.894846111482448803e-08,1.355028921786482305e-03,6.488934341576961529e-02,1.838065553879203104e-02,7.803091672175336939e-03,8.173755914283704904e-02,7.800985432142341035e-05,1.934176809862725075e-04,5.926452083686474656e-04,7.792731178150737525e-08,1.009510004671801983e-04,1.093786186601252569e-01,1.279802248412801047e-01,6.749879459371904526e-03,3.760143222040997674e-05,9.554311347635841294e-05,6.671199634119981620e-04,2.098321933057344221e-04,1.560524311706626144e-01,6.049292423615005193e-06,1.299383978237453052e-01,2.422477086848968584e-04,1.815486935185712017e-04,9.794423452612233436e-06,0.000000000000000000e+00,4.294377482561255053e-05,2.272353130917871000e-01,0.000000000000000000e+00,1.250043633411885170e-03,1.250043633411885603e-03,3.034511306945830884e-03
6.386610263339287906e-03,3.415226596845469947e-02,5.015745059611219359e-02,8.911976641608277960e-01,7.447404255186862334e-05,6.941391742750831206e-03,3.174942022420849247e-02,1.391091733865796088e-06,3.408673401103059136e-05,1.122239157123577635e-01,5.054816721840358490e-03,5.874013064848439963e-03,1.677451584677276675e-02,1.836755454872959770e-02,1.696863020307527205e-03,1.316304138680290670e-01,8.319748890006410658e-03,3.828936421359461009e-03,7.372525476757774143e-02,6.637392186772263225e-03,1.026773680335560379e-03,1.085297335948936723e-02,6.801629828778288193e-03,8.110979624240894151e-03,4.951255494544305356e-04,9.214806509844577012e-03,4.035870650465586446e-04,2.899101721698158873e-04,2.635450490315561275e-03,0.000000000000000000e+00,2.459577245464326378e-01,1.488373034366181208e-02,0.000000000000000000e+00,1.044398321212443477e-02,4.057800897909175206e-06,8.910271965135646566e-02
3.109335962361954864e-01,2.623653601880770320e-02,2.325202043034612087e-01,5.000097212435757575e-03,1.977166866286118596e-01,5.162225938409964038e-09,2.416351397608402975e-04,5.067441466011922691e-01,1.956747793001434865e-01,1.391484060935668961e-03,1.157492742257053286e-02,1.391108466292217339e-05,3.449115190524326588e-05,1.056832850209198272e-04,1.389636528841462064e-08,1.800205790052313617e-05,1.765617016408978501e-01,8.750299071322093641e-03,1.203670298331211514e-03,6.705264502995044513e-06,1.703769802020766745e-05,1.189639741296280557e-04,3.741826505733006786e-05,1.023663162087171292e-02,1.078738318225166156e-06,2.061823709850802433e-01,4.319875244260064010e-05,3.237461815495513935e-05,1.746587723550991303e-06,0.000000000000000000e+00,7.657936199741153515e-06,1.291917903393085404e-02,0.000000000000000000e+00,2.229136686384508256e-04,2.229136686384508256e-04,5.411283493440045573e-04
5.172706498172374018e-03,2.766094075231217975e-02,4.062401805220131751e-02,5.426367608347727745e-02,6.031875251016097602e-05,2.794159684960295133e-03,1.561833581567610707e-01,1.126686764123761678e-06,2.760786446175601854e-05,1.491409748865581142e-01,4.094047112006303502e-03,3.670602022690356292e-01,7.330829732867610860e-02,1.603778207447157170e-02,1.531704092538831996e-01,6.023209815590169908e-03,6.738413238323560060e-03,3.101170024660198678e-03,5.745859984756492359e-03,4.997722493253376613e-02,5.894974379657145352e-02,7.660687513067336585e-02,3.466207301401199453e-02,6.569324771497449776e-03,2.992530204719718867e-01,7.463347150911302935e-03,1.770669055320656382e-01,1.591611499069139346e-01,1.359836835873335726e-03,0.000000000000000000e+00,2.714272942417355478e-02,1.205477796377235622e-02,0.000000000000000000e+00,8.059741820780159938e-02,1.644466875664832850e-01,1.448380053086169572e-01
3.478237687026021485e-02,9.957545279134159821e-02,1.948189732384013328e-01,1.385962814842605327e-02,2.934522422058867264e-01,1.430902818181003860e-08,6.697816147152029376e-04,4.751862850445483510e-01,2.245750145281502907e-01,3.857015341834813156e-03,2.013413593829227188e-01,3.855974241657830922e-05,9.560504916356973046e-05,2.929405108866957384e-04,3.851894219838443069e-08,4.989939551318121132e-05,1.555319703086919247e-01,1.243185598509652795e-01,3.336419681338344441e-03,1.858613316901508921e-05,4.722631361605491050e-05,3.297528776830367593e-04,1.037186313826098490e-04,9.411871262489156231e-02,2.990124256559406257e-06,9.040156385343973977e-02,1.197414009954211579e-04,8.973828907945981953e-05,4.841317148158072098e-06,0.000000000000000000e+00,2.122681692044141869e-05,4.587576141913706634e-02,0.000000000000000000e+00,6.178880980246721777e-04,6.178880980246716356e-04,1.499938377963258703e-03
4.408922017162407794e-03,2.357661907579393715e-02,3.462561188794226891e-02,1.507303946024043662e-01,5.141228795482245714e-05,1.363768891727440945e-02,4.183319849510427901e-02,9.603239778916163011e-07,2.353137985216797838e-05,3.985499373289231317e-01,3.489533855787547989e-03,1.104058255599912053e-01,2.292130336638068325e-02,1.630606169835009667e-01,4.593777714728424777e-01,7.512984720521745374e-02,5.743441754849277874e-03,2.643261666889341107e-03,2.415269039174678962e-03,2.013622533025942116e-02,6.526031802978097922e-03,1.089068220341481798e-05,1.291251228120859386e-02,5.599320323544159858e-03,5.683140468411312929e-03,6.361334358909652605e-03,1.609651634440376023e-03,5.329981838818917232e-03,6.836504310586680178e-02,0.000000000000000000e+00,1.221533038693007195e-01,1.027480990759067903e-02,0.000000000000000000e+00,4.440101518236461023e-04,3.936837609639449922e-05,5.918238434543841159e-02
1.755376708922532988e-02,1.343507079734625454e-05,3.147829812958527362e-06,5.284563031205114896e-05,9.787639957788195344e-02,5.455915594001401960e-11,2.553822600577333676e-06,5.975816053394742422e-01,4.164161589938385477e-01,1.470648452322715773e-05,1.747685740751238614e-01,1.470251489327168833e-07,3.645342450718805285e-07,1.116958245629392176e-06,1.468695810326076565e-10,1.902623201607218641e-07,3.802807327503989199e-01,4.428290156444198572e-02,1.272149578312317949e-05,7.086740797528980521e-08,1.800700771786898441e-07,1.257320794017955252e-06,3.954706714941524891e-07,4.457449256827708886e-03,1.140109960794150063e-08,3.530677311372685256e-01,4.565641835614249121e-07,3.421647679680067442e-07,1.845954692976450353e-08,0.000000000000000000e+00,8.093611947349546654e-08,3.831127278746199009e-03,0.000000000000000000e+00,2.355956859213166293e-06,2.355956859213171375e-06,5.719142545805273878e-06
